BoardName;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;Ticker
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Strategic Risk;Victor D'Souza;Member;;Independent Director;Yes;Victor D'Souza joined this role in 2018;1806144;Yes;550275;ICE
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Finance;Grant Ballantyne;Member;;Independent Chairman;Yes;Grant Ballantyne joined this role in 2018;1806144;Yes;1194086;ICE
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Finance;Frank Barker;Member;;Director - SD;Yes;Frank Barker joined this role in 2018;1806144;Yes;1194087;ICE
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Compensation;Frank Barker;Member;;Director - SD;Yes;Frank Barker joined this role in 01 Jan 2010;1806144;Yes;1194087;ICE
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Governance and Nominating;Frank Barker;Member;;Director - SD;Yes;Frank Barker joined this role in 01 Jan 2010;1806144;Yes;1194087;ICE
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Audit;Charles Allen;Chairman;;Independent Director;Yes;Charles Allen joined this role in 15 Jun 2011;1806144;Yes;1194088;ICE
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Compensation;Geoff Barker;Member;;Director - SD;Yes;Geoff Barker joined this role in 01 Jan 2010;1806144;Yes;1194089;ICE
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Governance and Nominating;Geoff Barker;Member;;Director - SD;Yes;Geoff Barker joined this role in 01 Jan 2010;1806144;Yes;1194089;ICE
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Compensation;Bill Bullis;Chairman;;Independent Director;Yes;Bill Bullis joined this role in 22 Jun 2011;1806144;Yes;1194092;ICE
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Governance and Nominating;Bill Bullis;Chairman;President/CEO(1);Independent Director;Yes;Bill Bullis joined this role in 22 Jun 2011;1806144;Yes;1194092;ICE
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Strategic Risk;Bill Bullis;Member;;Independent Director;Yes;Bill Bullis joined this role in 2018;1806144;Yes;1194092;ICE
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Audit;Doug Brownridge;Member;;Independent Director;Yes;Doug Brownridge joined this role in 18 Jun 2015;1806144;Yes;1342482;ICE
CANLAN ICE SPORTS CORP (Canlan Investment Ltd prior to 08/1999);01/12/2018;Strategic Risk;Doug Brownridge;Member;;Independent Director;Yes;Doug Brownridge joined this role in 2018;1806144;Yes;1342482;ICE
ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011);01/03/2018;Compliance;Gadi Levin;Member;;FD;Yes;Gadi Levin departed in 29 Dec 2017;1807060;No;1354535;EOG
ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011);01/03/2018;Compliance;Derek Linfield;Chairman;;Independent Director;Yes;Derek Linfield departed in 29 Dec 2017;1807060;Yes;1683079;EOG
ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011);01/03/2018;Compensation;Derek Linfield;Member;;Independent Director;Yes;Derek Linfield departed in 29 Dec 2017;1807060;Yes;1683079;EOG
ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011);01/03/2018;African Relations Committee;Gil Holzman;Member;;President/CEO;Yes;Gil Holzman departed in 29 Dec 2017;1807060;No;1892119;EOG
ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011);01/03/2018;Audit;Peter Nicol;Chairman;;Independent Director;Yes;Peter Nicol joined this role in 01 Apr 2016;1807060;Yes;1892145;EOG
ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011);01/03/2018;Compliance;Peter Nicol;Member;;Independent Director;Yes;Peter Nicol departed in 29 Dec 2017;1807060;Yes;1892145;EOG
ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011);01/03/2018;Compensation;Peter Nicol;Member;;Independent Director;Yes;Peter Nicol joined this role in 01 Apr 2016;1807060;Yes;1892145;EOG
ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011);01/03/2018;Audit;Peter Peterburg;Member;;Independent Chairman;Yes;Peter Peterburg joined this role in 01 Apr 2016;1807060;Yes;1987733;EOG
ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011);01/03/2018;Compensation;Peter Peterburg;Chairman;;Independent Chairman;Yes;Peter Peterburg joined this role in 01 Apr 2016;1807060;Yes;1987733;EOG
ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011);01/03/2018;Audit;The Hon. Helmut Angula;Member;;Independent Director;Yes;The Hon. Helmut Angula joined this role in 01 Apr 2016;1807060;Yes;1987735;EOG
ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011);01/03/2018;Compensation;The Hon. Helmut Angula;Member;;Independent Director;Yes;The Hon. Helmut Angula joined this role in 2017;1807060;Yes;1987735;EOG
ECO ATLANTIC OIL & GAS LTD (Goldbard Capital Corp prior to 11/2011);01/03/2018;African Relations Committee;The Hon. Helmut Angula;Chairman;;Independent Director;Yes;The Hon. Helmut Angula departed in 29 Dec 2017;1807060;Yes;1987735;EOG
PHILLIPS 66;01/12/2018;Executive;Glenn Tilton;Member;;Lead Independent Director;Yes;Glenn Tilton joined this role in Oct 2016;1813482;Yes;33296;PSX
PHILLIPS 66;01/12/2018;Public Policy;Glenn Tilton;Member;;Lead Independent Director;Yes;Glenn Tilton joined this role in 04 May 2016;1813482;Yes;33296;PSX
PHILLIPS 66;01/12/2018;Compensation and Human Resources;Glenn Tilton;Member;;Lead Independent Director;Yes;Glenn Tilton joined this role in 01 May 2012;1813482;Yes;33296;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;Glenn Tilton;Chairman;Chairman (Non-Executive)(2);Lead Independent Director;Yes;Glenn Tilton joined this role in 2018;1813482;Yes;33296;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;Glenn Tilton;Chairman;Chairman(1);Lead Independent Director;Yes;Glenn Tilton joined this role in 2018;1813482;Yes;33296;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;Glenn Tilton;Chairman;Chairman/CEO(2);Lead Independent Director;Yes;Glenn Tilton joined this role in 2018;1813482;Yes;33296;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;Glenn Tilton;Chairman;Chairman/President/CEO(2);Lead Independent Director;Yes;Glenn Tilton joined this role in 2018;1813482;Yes;33296;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;Glenn Tilton;Chairman;Vice Chairman (Executive)(1);Lead Independent Director;Yes;Glenn Tilton joined this role in 2018;1813482;Yes;33296;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;Glenn Tilton;Chairman;Vice Chairman(1);Lead Independent Director;Yes;Glenn Tilton joined this role in 2018;1813482;Yes;33296;PSX
PHILLIPS 66;01/12/2018;Public Policy;Vicki Tschinkel;Member;;Independent Director;Yes;Vicki Tschinkel joined this role in 04 May 2016;1813482;Yes;34333;PSX
PHILLIPS 66;01/12/2018;Audit and Finance;Vicki Tschinkel;Member;;Independent Director;Yes;Vicki Tschinkel joined this role in 01 May 2012;1813482;Yes;34333;PSX
PHILLIPS 66;01/12/2018;Executive;John Lowe;Member;;Independent Director;Yes;John Lowe joined this role in Oct 2016;1813482;Yes;34351;PSX
PHILLIPS 66;01/12/2018;Public Policy;John Lowe;Chairman;;Independent Director;Yes;John Lowe joined this role in 04 May 2016;1813482;Yes;34351;PSX
PHILLIPS 66;01/12/2018;Audit and Finance;John Lowe;Financial Expert;;Independent Director;Yes;John Lowe joined this role in 04 May 2016;1813482;Yes;34351;PSX
PHILLIPS 66;01/12/2018;Public Policy;Terry McGraw III;Member;;Independent Director;Yes;Terry McGraw III joined this role in 04 May 2016;1813482;Yes;36446;PSX
PHILLIPS 66;01/12/2018;Compensation and Human Resources;Terry McGraw III;Member;;Independent Director;Yes;Terry McGraw III joined this role in 01 May 2012;1813482;Yes;36446;PSX
PHILLIPS 66;01/12/2018;Executive;Doctor Marna Whittington;Member;;Independent Director;Yes;Doctor Marna Whittington joined this role in 04 May 2016;1813482;Yes;51536;PSX
PHILLIPS 66;01/12/2018;Public Policy;Doctor Marna Whittington;Member;;Independent Director;Yes;Doctor Marna Whittington joined this role in 09 May 2012;1813482;Yes;51536;PSX
PHILLIPS 66;01/12/2018;Compensation and Human Resources;Doctor Marna Whittington;Chairman;;Independent Director;Yes;Doctor Marna Whittington joined this role in 04 May 2016;1813482;Yes;51536;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;Doctor Marna Whittington;Member;CEO(1);Independent Director;Yes;Doctor Marna Whittington joined this role in 04 May 2016;1813482;Yes;51536;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;Doctor Marna Whittington;Member;CEO/MD(1);Independent Director;Yes;Doctor Marna Whittington joined this role in 04 May 2016;1813482;Yes;51536;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;Doctor Marna Whittington;Member;Division CEO(1);Independent Director;Yes;Doctor Marna Whittington joined this role in 04 May 2016;1813482;Yes;51536;PSX
PHILLIPS 66;01/12/2018;Executive;James Ferguson;Member;;Independent Director;Yes;James Ferguson joined this role in 01 May 2012;1813482;Yes;82452;PSX
PHILLIPS 66;01/12/2018;Public Policy;James Ferguson;Member;;Independent Director;Yes;James Ferguson joined this role in 04 May 2016;1813482;Yes;82452;PSX
PHILLIPS 66;01/12/2018;Audit and Finance;James Ferguson;Chairman / Financial Expert;;Independent Director;Yes;James Ferguson joined this role in 04 May 2016;1813482;Yes;82452;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;James Ferguson;Member;Chairman (Executive)(1);Independent Director;Yes;James Ferguson joined this role in 01 May 2012;1813482;Yes;82452;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;James Ferguson;Member;Chairman/CEO(1);Independent Director;Yes;James Ferguson joined this role in 01 May 2012;1813482;Yes;82452;PSX
PHILLIPS 66;01/12/2018;Executive;William Loomis Jr;Member;;Independent Director;Yes;William Loomis Jr departed in 09 May 2018;1813482;Yes;84577;PSX
PHILLIPS 66;01/12/2018;Public Policy;William Loomis Jr;Member;;Independent Director;Yes;William Loomis Jr departed in 09 May 2018;1813482;Yes;84577;PSX
PHILLIPS 66;01/12/2018;Audit and Finance;William Loomis Jr;Financial Expert;;Independent Director;Yes;William Loomis Jr departed in 09 May 2018;1813482;Yes;84577;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;William Loomis Jr;Chairman;CEO(1);Independent Director;Yes;William Loomis Jr departed in 09 May 2018;1813482;Yes;84577;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;William Loomis Jr;Chairman;Chairman(1);Independent Director;Yes;William Loomis Jr departed in 09 May 2018;1813482;Yes;84577;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;William Loomis Jr;Chairman;Chairman/President/CEO(1);Independent Director;Yes;William Loomis Jr departed in 09 May 2018;1813482;Yes;84577;PSX
PHILLIPS 66;01/12/2018;Public Policy;Denise Ramos;Member;;Independent Director;Yes;Denise Ramos joined this role in 06 Oct 2016;1813482;Yes;489256;PSX
PHILLIPS 66;01/12/2018;Audit and Finance;Denise Ramos;Financial Expert;CFO(1);Independent Director;Yes;Denise Ramos joined this role in 06 Oct 2016;1813482;Yes;489256;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;Denise Ramos;Member;CEO(1);Independent Director;Yes;Denise Ramos joined this role in 06 Oct 2016;1813482;Yes;489256;PSX
PHILLIPS 66;01/12/2018;Nominating and Governance;Denise Ramos;Member;President/CEO(1);Independent Director;Yes;Denise Ramos joined this role in 06 Oct 2016;1813482;Yes;489256;PSX
PHILLIPS 66;01/12/2018;Executive;Greg Garland;Chairman;;Chairman/CEO;Yes;Greg Garland joined this role in 01 May 2012;1813482;No;1089975;PSX
PHILLIPS 66;01/12/2018;Public Policy;Gary Adams;Member;;Independent Director;Yes;Gary Adams joined this role in 06 Oct 2016;1813482;Yes;1278147;PSX
PHILLIPS 66;01/12/2018;Compensation and Human Resources;Gary Adams;Member;;Independent Director;Yes;Gary Adams joined this role in 06 Oct 2016;1813482;Yes;1278147;PSX
SUNOCO LP (Susser Petroleum Partners LP prior to 10/2014);01/12/2018;Audit;Rick Turner;Chairman / Financial Expert;;Independent Director;Yes;Rick Turner departed in 06 Mar 2018;1889915;Yes;487367;SUN
SUNOCO LP (Susser Petroleum Partners LP prior to 10/2014);01/12/2018;Compensation;Rick Turner;Chairman;;Independent Director;Yes;Rick Turner departed in 06 Mar 2018;1889915;Yes;487367;SUN
SUNOCO LP (Susser Petroleum Partners LP prior to 10/2014);01/12/2018;Audit;Jim Bryant;Member;;Independent Director;Yes;Jim Bryant joined this role in 20 Nov 2015;1889915;Yes;1083030;SUN
SUNOCO LP (Susser Petroleum Partners LP prior to 10/2014);01/12/2018;Compensation;Jim Bryant;Chairman;;Independent Director;Yes;Jim Bryant joined this role in 06 Mar 2018;1889915;Yes;1083030;SUN
SUNOCO LP (Susser Petroleum Partners LP prior to 10/2014);01/12/2018;Audit;W Smith;Member;;Independent Director;Yes;W Smith departed in 06 Mar 2018;1889915;Yes;1689450;SUN
SUNOCO LP (Susser Petroleum Partners LP prior to 10/2014);01/12/2018;Compensation;W Smith;Member;;Independent Director;Yes;W Smith departed in 06 Mar 2018;1889915;Yes;1689450;SUN
SUNOCO LP (Susser Petroleum Partners LP prior to 10/2014);01/12/2018;Audit;Imad Anbouba;Chairman / Financial Expert;;Independent Director;Yes;Imad Anbouba joined this role in 06 Mar 2018;1889915;Yes;1992964;SUN
SUNOCO LP (Susser Petroleum Partners LP prior to 10/2014);01/12/2018;Compensation;Imad Anbouba;Member;;Independent Director;Yes;Imad Anbouba joined this role in 06 Mar 2018;1889915;Yes;1992964;SUN
SUNOCO LP (Susser Petroleum Partners LP prior to 10/2014);01/12/2018;Audit;Oscar Alvarez;Member;;Independent Director;Yes;Oscar Alvarez joined this role in 06 Mar 2018;1889915;Yes;1992965;SUN
MOSAIC CAPITAL CORP (De-listed 08/2021);01/12/2018;Audit;Bill Smith;Member;;Independent Vice Chairman;Yes;Bill Smith joined this role in 01 Jan 2018;1957451;Yes;606116;M
MOSAIC CAPITAL CORP (De-listed 08/2021);01/12/2018;Audit;Harold Kunik;Member;;Director - SD;Yes;Harold Kunik joined this role in 01 Jan 2018;1957451;Yes;1539199;M
MOSAIC CAPITAL CORP (De-listed 08/2021);01/12/2018;Audit;Harold Kunik;Member;;President;Yes;Harold Kunik joined this role in 01 Jan 2018;1957451;No;1539199;M
MOSAIC CAPITAL CORP (De-listed 08/2021);01/12/2018;Audit;Gary Bentham;Member;;Independent Director;Yes;Gary Bentham joined this role in 01 Jan 2018;1957451;Yes;1609472;M
NEWS CORP;01/06/2018;Audit;Peter Barnes;Chairman / Financial Expert;;Lead Independent Director;Yes;Peter Barnes joined this role in 28 Jun 2013;1962516;Yes;329678;NWSA
NEWS CORP;01/06/2018;Audit;Peter Barnes;Chairman / Financial Expert;;Lead Independent Director;Yes;Peter Barnes joined this role in 28 Jun 2013;1962516;Yes;329678;NWS
NEWS CORP;01/06/2018;Audit;Peter Barnes;Chairman / Financial Expert;;Lead Independent Director;Yes;Peter Barnes joined this role in 28 Jun 2013;1962516;Yes;329678;NWS
NEWS CORP;01/06/2018;Compensation;Peter Barnes;Member;;Lead Independent Director;Yes;Peter Barnes joined this role in 28 Jun 2013;1962516;Yes;329678;NWSA
NEWS CORP;01/06/2018;Compensation;Peter Barnes;Member;;Lead Independent Director;Yes;Peter Barnes joined this role in 28 Jun 2013;1962516;Yes;329678;NWS
NEWS CORP;01/06/2018;Compensation;Peter Barnes;Member;;Lead Independent Director;Yes;Peter Barnes joined this role in 28 Jun 2013;1962516;Yes;329678;NWS
NEWS CORP;01/06/2018;Nominating and Corporate Governance;José Aznar Lopez;Chairman;;Independent Director;Yes;José Aznar Lopez joined this role in 28 Jun 2013;1962516;Yes;493076;NWSA
NEWS CORP;01/06/2018;Nominating and Corporate Governance;José Aznar Lopez;Chairman;;Independent Director;Yes;José Aznar Lopez joined this role in 28 Jun 2013;1962516;Yes;493076;NWS
NEWS CORP;01/06/2018;Nominating and Corporate Governance;José Aznar Lopez;Chairman;;Independent Director;Yes;José Aznar Lopez joined this role in 28 Jun 2013;1962516;Yes;493076;NWS
NEWS CORP;01/06/2018;Compensation;Natalie Bancroft;Member;;Independent Director;Yes;Natalie Bancroft joined this role in Aug 2014;1962516;Yes;593869;NWSA
NEWS CORP;01/06/2018;Compensation;Natalie Bancroft;Member;;Independent Director;Yes;Natalie Bancroft joined this role in Aug 2014;1962516;Yes;593869;NWS
NEWS CORP;01/06/2018;Compensation;Natalie Bancroft;Member;;Independent Director;Yes;Natalie Bancroft joined this role in Aug 2014;1962516;Yes;593869;NWS
NEWS CORP;01/06/2018;Nominating and Corporate Governance;Natalie Bancroft;Member;;Independent Director;Yes;Natalie Bancroft joined this role in 28 Jun 2013;1962516;Yes;593869;NWSA
NEWS CORP;01/06/2018;Nominating and Corporate Governance;Natalie Bancroft;Member;;Independent Director;Yes;Natalie Bancroft joined this role in 28 Jun 2013;1962516;Yes;593869;NWS
NEWS CORP;01/06/2018;Nominating and Corporate Governance;Natalie Bancroft;Member;;Independent Director;Yes;Natalie Bancroft joined this role in 28 Jun 2013;1962516;Yes;593869;NWS
NEWS CORP;01/06/2018;Nominating and Corporate Governance;The Hon. Kelly Ayotte;Member;;Independent Director;Yes;The Hon. Kelly Ayotte joined this role in 01 Apr 2017;1962516;Yes;1096277;NWSA
NEWS CORP;01/06/2018;Nominating and Corporate Governance;The Hon. Kelly Ayotte;Member;;Independent Director;Yes;The Hon. Kelly Ayotte joined this role in 01 Apr 2017;1962516;Yes;1096277;NWS
NEWS CORP;01/06/2018;Nominating and Corporate Governance;The Hon. Kelly Ayotte;Member;;Independent Director;Yes;The Hon. Kelly Ayotte joined this role in 01 Apr 2017;1962516;Yes;1096277;NWS
NEWS CORP;01/06/2018;Audit;Masroor Siddiqui;Financial Expert;;Independent Director;Yes;Masroor Siddiqui joined this role in 13 Nov 2014;1962516;Yes;1138549;NWSA
NEWS CORP;01/06/2018;Audit;Masroor Siddiqui;Financial Expert;;Independent Director;Yes;Masroor Siddiqui joined this role in 13 Nov 2014;1962516;Yes;1138549;NWS
NEWS CORP;01/06/2018;Audit;Masroor Siddiqui;Financial Expert;;Independent Director;Yes;Masroor Siddiqui joined this role in 13 Nov 2014;1962516;Yes;1138549;NWS
NEWS CORP;01/06/2018;Compensation;Masroor Siddiqui;Chairman;;Independent Director;Yes;Masroor Siddiqui joined this role in 28 Jun 2013;1962516;Yes;1138549;NWSA
NEWS CORP;01/06/2018;Compensation;Masroor Siddiqui;Chairman;;Independent Director;Yes;Masroor Siddiqui joined this role in 28 Jun 2013;1962516;Yes;1138549;NWS
NEWS CORP;01/06/2018;Compensation;Masroor Siddiqui;Chairman;;Independent Director;Yes;Masroor Siddiqui joined this role in 28 Jun 2013;1962516;Yes;1138549;NWS
NEWS CORP;01/06/2018;Audit;Ana Pessoa;Financial Expert;CFO(2);Independent Director;Yes;Ana Pessoa joined this role in 13 Nov 2014;1962516;Yes;1318856;NWSA
NEWS CORP;01/06/2018;Audit;Ana Pessoa;Financial Expert;CFO(2);Independent Director;Yes;Ana Pessoa joined this role in 13 Nov 2014;1962516;Yes;1318856;NWS
NEWS CORP;01/06/2018;Audit;Ana Pessoa;Financial Expert;CFO(2);Independent Director;Yes;Ana Pessoa joined this role in 13 Nov 2014;1962516;Yes;1318856;NWS
CLEAN SEED CAPITAL GROUP LTD;01/06/2018;Audit;Chantal Schutz;Member;CFO(1);Independent Director;Yes;Chantal Schutz joined this role in 17 Aug 2017;1986420;Yes;746351;CSX
CLEAN SEED CAPITAL GROUP LTD;01/06/2018;Audit;Colin Rush;Member;;COO;Yes;Colin Rush joined this role in 20 Mar 2017;1986420;No;1845149;CSX
CLEAN SEED CAPITAL GROUP LTD;01/06/2018;Audit;Randy Minhas;Chairman;CFO(7);Lead Independent Director;Yes;Randy Minhas joined this role in 17 Aug 2017;1986420;Yes;1852590;CSX
CANADIAN BANC CORP;01/11/2018;Audit;Steve Finch;Member;;Chairman/President/CEO;Yes;Steve Finch joined this role in 01 Dec 2016;1987552;No;735008;BK
CANADIAN BANC CORP;01/11/2018;Audit;Mike Sharp;Member;;Director - SD;Yes;Mike Sharp joined this role in 01 Dec 2016;1987552;Yes;1463049;BK
CANADIAN BANC CORP;01/11/2018;Audit;John Steep;Member;;Independent Director;Yes;John Steep joined this role in 01 Dec 2016;1987552;Yes;1463051;BK
VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021);01/12/2018;Audit;Christopher Strong;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Christopher Strong joined this role in 29 May 2018;2034565;Yes;553644;VMC
VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021);01/12/2018;Compensation;Christopher Strong;Chairman;;Independent Director;Yes;Christopher Strong joined this role in 29 May 2018;2034565;Yes;553644;VMC
VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021);01/12/2018;Corporate Governance and Nominating;Christopher Strong;Member;President/CEO(5);Independent Director;Yes;Christopher Strong joined this role in 29 May 2018;2034565;Yes;553644;VMC
VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021);01/12/2018;Corporate Governance and Nominating;William Trainer;Member;Chairman/President/CEO(1);President;Yes;William Trainer joined this role in 2017;2034565;No;1537148;VMC
VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021);01/12/2018;Corporate Governance and Nominating;William Trainer;Member;President/CEO(3);President;Yes;William Trainer joined this role in 2017;2034565;No;1537148;VMC
VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021);01/12/2018;Audit;Joe Miller;Member;;Independent Chairman;Yes;Joe Miller joined this role in 01 Jan 2017;2034565;Yes;2118257;VMC
VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021);01/12/2018;Compensation;Joe Miller;Member;;Independent Chairman;Yes;Joe Miller joined this role in 29 May 2018;2034565;Yes;2118257;VMC
VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021);01/12/2018;Corporate Governance and Nominating;Joe Miller;Member;Independent Chairman(1);Independent Chairman;Yes;Joe Miller joined this role in 01 Jan 2017;2034565;Yes;2118257;VMC
VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021);01/12/2018;Audit;John Lagourgue;Member;;Vice President - Sales & Development;Yes;John Lagourgue joined this role in 01 Jan 2017;2034565;No;2118290;VMC
VICINITY MOTOR CORP (Grande West Transportation Group Inc prior to 03/2021);01/12/2018;Compensation;John Lagourgue;Member;;Vice President - Sales & Development;Yes;John Lagourgue departed in 2018;2034565;No;2118290;VMC
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Audit;Kevin Sheehan;Chairman / Financial Expert;CEO/CFO(1);Independent Director;Yes;Kevin Sheehan joined this role in 04 Feb 2014;2044599;Yes;36329;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Audit;Kevin Sheehan;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Kevin Sheehan joined this role in 04 Feb 2014;2044599;Yes;36329;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Audit;Kevin Sheehan;Chairman / Financial Expert;Executive VP/CFO(5);Independent Director;Yes;Kevin Sheehan joined this role in 04 Feb 2014;2044599;Yes;36329;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Audit;Kevin Sheehan;Chairman / Financial Expert;Senior Executive VP/CFO(2);Independent Director;Yes;Kevin Sheehan joined this role in 04 Feb 2014;2044599;Yes;36329;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Compensation;Kevin Sheehan;Member;;Independent Director;Yes;Kevin Sheehan joined this role in 04 Feb 2014;2044599;Yes;36329;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Nominating and Corporate Governance;Kevin Sheehan;Member;CEO(1);Independent Director;Yes;Kevin Sheehan joined this role in 04 Feb 2014;2044599;Yes;36329;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Nominating and Corporate Governance;Kevin Sheehan;Member;CEO/CFO(1);Independent Director;Yes;Kevin Sheehan joined this role in 04 Feb 2014;2044599;Yes;36329;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Nominating and Corporate Governance;Kevin Sheehan;Member;Chairman/CEO(1);Independent Director;Yes;Kevin Sheehan joined this role in 04 Feb 2014;2044599;Yes;36329;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Nominating and Corporate Governance;Kevin Sheehan;Member;President/CEO(5);Independent Director;Yes;Kevin Sheehan joined this role in 04 Feb 2014;2044599;Yes;36329;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Audit;Ted Janulis;Member;;Independent Director;Yes;Ted Janulis joined this role in 04 Feb 2014;2044599;Yes;39236;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Compensation;Ted Janulis;Chairman;;Independent Director;Yes;Ted Janulis joined this role in 04 Feb 2014;2044599;Yes;39236;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Nominating and Corporate Governance;Ted Janulis;Member;CEO(3);Independent Director;Yes;Ted Janulis joined this role in 04 Feb 2014;2044599;Yes;39236;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Audit;Larry Tarica;Member;;Independent Director;Yes;Larry Tarica joined this role in 04 Feb 2014;2044599;Yes;1377683;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Compensation;Larry Tarica;Member;;Independent Director;Yes;Larry Tarica joined this role in 04 Feb 2014;2044599;Yes;1377683;GCI
GANNETT CO INC (New Media Investment Group Inc prior to 11/2019);01/12/2018;Nominating and Corporate Governance;Larry Tarica;Chairman;;Independent Director;Yes;Larry Tarica joined this role in 04 Feb 2014;2044599;Yes;1377683;GCI
JOURNEY ENERGY INC;01/12/2018;Audit;Glenn Hamilton;Chairman;;Independent Director;Yes;Glenn Hamilton joined this role in 20 Jun 2017;2126629;Yes;348778;JOY
JOURNEY ENERGY INC;01/12/2018;Governance and Compensation;Glenn Hamilton;Member;;Independent Director;Yes;Glenn Hamilton joined this role in 20 Jun 2017;2126629;Yes;348778;JOY
JOURNEY ENERGY INC;01/12/2018;Audit;Howard Crone;Member;;Independent Chairman;Yes;Howard Crone joined this role in 19 Jun 2014;2126629;Yes;730975;JOY
JOURNEY ENERGY INC;01/12/2018;Governance and Compensation;Howard Crone;Member;;Independent Chairman;Yes;Howard Crone joined this role in 19 Jun 2014;2126629;Yes;730975;JOY
JOURNEY ENERGY INC;01/12/2018;Reserves;Howard Crone;Member;;Independent Chairman;Yes;Howard Crone joined this role in 19 Jun 2014;2126629;Yes;730975;JOY
