BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID
XCEL ENERGY INC;XEL;01/12/2019;Audit;Tim Wolf;Financial Expert;CFO(1);Independent Director;Yes;Tim Wolf joined this role in 15 May 2019;33830;Yes;272475
XCEL ENERGY INC;XEL;01/12/2019;Audit;Tim Wolf;Financial Expert;VP/CFO(1);Independent Director;Yes;Tim Wolf joined this role in 15 May 2019;33830;Yes;272475
XCEL ENERGY INC;XEL;01/12/2019;Audit;Kim Williams;Financial Expert;;Independent Director;Yes;Kim Williams departed in 15 May 2019;33830;Yes;499564
XCEL ENERGY INC;XEL;01/12/2019;Audit;Daniel Yohannes;Member;;Independent Director;Yes;Daniel Yohannes joined this role in 17 May 2017;33830;Yes;1864645
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2019;Audit;Nick Graziano;Financial Expert;;Independent Director;Yes;Nick Graziano joined this role in 13 May 2018;33850;Yes;536399
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2019;Audit;Sara Tucker;Financial Expert;;Independent Director;Yes;Sara Tucker departed in 21 May 2019;33850;Yes;833115
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2019;Audit;Joe Echevarria Jr;Chairman / Financial Expert;;Independent Director;Yes;Joe Echevarria Jr joined this role in 13 May 2018;33850;Yes;1258601
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2019;Audit;Jonathan Christodoro;Financial Expert;;Independent Director;Yes;Jonathan Christodoro joined this role in 13 May 2018;33850;Yes;1305836
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2019;Audit;Gary Crittenden;Financial Expert;Executive VP/CFO(4);Independent Director;Yes;Gary Crittenden joined this role in 04 Aug 2016;34139;Yes;33843
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2019;Audit;Jerry Atkin;Financial Expert;FD(1);Independent Director;Yes;Jerry Atkin joined this role in 02 Jun 2017;34139;Yes;58901
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2019;Audit;Stephen Quinn;Financial Expert;;Lead Independent Director;Yes;Stephen Quinn joined this role in 27 May 2016;34139;Yes;58931
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2019;Audit;Ed Murphy;Chairman / Financial Expert;;Independent Director;Yes;Ed Murphy joined this role in 27 May 2016;34139;Yes;994592
LOBLAW COMPANIES LTD;L;01/12/2019;Audit;Beth Pritchard;Member;;Independent Corporate Director;Yes;Beth Pritchard departed in 02 May 2019;35930;Yes;141213
LOBLAW COMPANIES LTD;L;01/12/2019;Audit;Bill Downe;Member;;Lead Independent Corporate Director;Yes;Bill Downe departed in 02 May 2019;35930;Yes;331331
LOBLAW COMPANIES LTD;L;01/12/2019;Audit;Janice Fukakusa;Member;CFO(1);Independent Corporate Director;Yes;Janice Fukakusa joined this role in 02 May 2019;35930;Yes;335498
LOBLAW COMPANIES LTD;L;01/12/2019;Audit;Janice Fukakusa;Member;Executive VP/CFO(1);Independent Corporate Director;Yes;Janice Fukakusa joined this role in 02 May 2019;35930;Yes;335498
LOBLAW COMPANIES LTD;L;01/12/2019;Audit;Paul Beeston;Member;;Independent Corporate Director;Yes;Paul Beeston joined this role in 04 May 2005;35930;Yes;444124
LOBLAW COMPANIES LTD;L;01/12/2019;Audit;Chris Clark;Chair;;Independent Corporate Director;Yes;Chris Clark joined this role in 03 May 2012;35930;Yes;1196354
LOBLAW COMPANIES LTD;L;01/12/2019;Audit;Scott Bonham;Member;;Independent Corporate Director;Yes;Scott Bonham joined this role in 04 Oct 2016;35930;Yes;1197156
LOBLAW COMPANIES LTD;L;01/12/2019;Audit;Margaret Harris;Member;;Independent Corporate Director;Yes;Margaret Harris joined this role in 05 May 2016;35930;Yes;1355120
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2019;Audit;Lars Wedenborn;Financial Expert;CFO(1);Independent Director;Yes;Lars Wedenborn departed in 2019;42640;Yes;4343
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2019;Audit;Lars Wedenborn;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Lars Wedenborn departed in 2019;42640;Yes;4343
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2019;Audit;Al Zollar;Member;;Independent Director;Yes;Al Zollar joined this role in 23 Apr 2019;42640;Yes;35496
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2019;Audit;Charlene Begley;Financial Expert;CFO(1);Independent Director;Yes;Charlene Begley joined this role in 07 May 2014;42640;Yes;36095
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2019;Audit;Tom Kloet;Chairman / Financial Expert;;Independent Director;Yes;Tom Kloet joined this role in 05 May 2016;42640;Yes;730649
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2019;Audit;John Rainey Jr;Financial Expert;Executive VP/CFO(4);Independent Director;Yes;John Rainey Jr joined this role in 25 Jul 2017;42640;Yes;1121440
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2019;Audit;Melissa Arnoldi;Member;;Independent Director;Yes;Melissa Arnoldi departed in 2019;42640;Yes;1887925
FENNEC PHARMACEUTICALS INC (Adherex Technologies Inc prior to 09/2014);FRX;01/12/2019;Audit;Chris Rallis;Chairman / Financial Expert;;Independent Director;Yes;Chris Rallis joined this role in 25 Aug 2011;71572;Yes;656103
FENNEC PHARMACEUTICALS INC (Adherex Technologies Inc prior to 09/2014);FRX;01/12/2019;Audit;Doctor Khalid Islam;Member;;Independent Chairman;Yes;Doctor Khalid Islam joined this role in 08 Jun 2016;71572;Yes;1265880
FENNEC PHARMACEUTICALS INC (Adherex Technologies Inc prior to 09/2014);FRX;01/12/2019;Audit;Adrian Haigh;Member;;Independent Director;Yes;Adrian Haigh joined this role in 28 May 2014;71572;Yes;1265881
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2019;Audit;Paget Alves III;Member;;Independent Director;Yes;Paget Alves III joined this role in 27 Jan 2017;77014;Yes;273636
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2019;Audit;Tom Nelson;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Tom Nelson joined this role in 17 May 2012;77014;Yes;323633
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2019;Audit;Peter Skala;Member;;Independent Director;Yes;Peter Skala joined this role in 04 Mar 2016;77014;Yes;751009
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2019;Audit;Elane Stock;Member;;Independent Director;Yes;Elane Stock joined this role in 17 May 2018;77014;Yes;1082123
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2019;Audit;Tanya Domier;Member;;Independent Director;Yes;Tanya Domier joined this role in 26 Jan 2018;77014;Yes;1451494
UNITED STATES STEEL CORP;X;01/12/2019;Audit;John Faraci Jr;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;John Faraci Jr joined this role in 30 Apr 2019;77289;Yes;43286
UNITED STATES STEEL CORP;X;01/12/2019;Audit;Murry Gerber;Chairman / Financial Expert;;Independent Director;Yes;Murry Gerber joined this role in 24 Apr 2018;77289;Yes;81677
UNITED STATES STEEL CORP;X;01/12/2019;Audit;John Engel;Financial Expert;;Independent Director;Yes;John Engel joined this role in 24 Apr 2018;77289;Yes;204655
UNITED STATES STEEL CORP;X;01/12/2019;Audit;Vice Admiral Pat Tracey;Member;;Independent Director;Yes;Vice Admiral Pat Tracey joined this role in 30 Apr 2019;77289;Yes;532774
UNITED STATES STEEL CORP;X;01/12/2019;Audit;Steve Girsky;Financial Expert;;Independent Director;Yes;Steve Girsky departed in 30 Apr 2019;77289;Yes;594014
UNITED STATES STEEL CORP;X;01/12/2019;Audit;Michael McGarry;Financial Expert;;Independent Director;Yes;Michael McGarry joined this role in 28 Jul 2019;77289;Yes;624113
UNITED STATES STEEL CORP;X;01/12/2019;Audit;Paul Mascarenas;Member;;Independent Director;Yes;Paul Mascarenas joined this role in 25 Apr 2017;77289;Yes;893075
UNITED STATES STEEL CORP;X;01/12/2019;Audit;Gene Sperling;Member;;Independent Director;Yes;Gene Sperling joined this role in 31 Oct 2017;77289;Yes;1657401
DISCOVER FINANCIAL SERVICES INC;DFS;01/12/2019;Audit;Larry Weinbach;Financial Expert;;Independent Chairman;Yes;Larry Weinbach joined this role in 17 Oct 2014;78171;Yes;17166
DISCOVER FINANCIAL SERVICES INC;DFS;01/12/2019;Audit;Joe Eazor;Financial Expert;;Independent Director;Yes;Joe Eazor joined this role in 14 Jan 2016;78171;Yes;556296
DISCOVER FINANCIAL SERVICES INC;DFS;01/12/2019;Audit;Doctor Cyndi Glassman;Chair/Financial Expert;;Independent Director;Yes;Doctor Cyndi Glassman joined this role in 07 May 2014;78171;Yes;837377
DISCOVER FINANCIAL SERVICES INC;DFS;01/12/2019;Audit;Candy Duncan;Financial Expert;;Independent Director;Yes;Candy Duncan joined this role in 07 May 2014;78171;Yes;1380721
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2019;Audit;Paul Cappuccio;Member;;Independent Director;Yes;Paul Cappuccio joined this role in 25 May 2017;82918;Yes;7870
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2019;Audit;Al Baldocchi;Chairman / Financial Expert;;Independent Director;Yes;Al Baldocchi joined this role in Jan 2006;82918;Yes;489311
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2019;Audit;Scott Maw;Member;CFO(1);Independent Director;Yes;Scott Maw joined this role in 2019;82918;Yes;1072525
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2019;Audit;Scott Maw;Member;Executive VP/CFO(1);Independent Director;Yes;Scott Maw joined this role in 2019;82918;Yes;1072525
CHIPOTLE MEXICAN GRILL INC;CMG;01/12/2019;Audit;Robin Hickenlooper;Member;;Independent Director;Yes;Robin Hickenlooper joined this role in 25 May 2017;82918;Yes;1831348
NETFLIX INC;NFLX;01/12/2019;Audit;Rich Barton;Member;;Independent Director;Outside;Rich Barton joined this role in 01 Jun 2012;93427;Yes;43676
NETFLIX INC;NFLX;01/12/2019;Audit;Ann Mather;Chair/Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Ann Mather joined this role in 01 Jul 2010;93427;Yes;270912
NETFLIX INC;NFLX;01/12/2019;Audit;Leslie Kilgore;Member;;Independent Director;Yes;Leslie Kilgore joined this role in 2017;93427;Yes;326730
ALPHABET INC (Google Inc prior to 10/2015);GOOG;01/12/2019;Audit;Alan Mulally;Member;;Independent Director;Yes;Alan Mulally joined this role in 09 Jul 2014;116351;Yes;34627
ALPHABET INC (Google Inc prior to 10/2015);GOOGL;01/12/2019;Audit;Alan Mulally;Member;;Independent Director;Yes;Alan Mulally joined this role in 09 Jul 2014;116351;Yes;34627
ALPHABET INC (Google Inc prior to 10/2015);GOOG;01/12/2019;Audit;Doctor Roger Ferguson Jr;Member;;Independent Director;Yes;Doctor Roger Ferguson Jr joined this role in 24 Jun 2016;116351;Yes;106633
ALPHABET INC (Google Inc prior to 10/2015);GOOGL;01/12/2019;Audit;Doctor Roger Ferguson Jr;Member;;Independent Director;Yes;Doctor Roger Ferguson Jr joined this role in 24 Jun 2016;116351;Yes;106633
ALPHABET INC (Google Inc prior to 10/2015);GOOG;01/12/2019;Audit;Ann Mather;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Ann Mather joined this role in 22 Nov 2005;116351;Yes;270912
ALPHABET INC (Google Inc prior to 10/2015);GOOGL;01/12/2019;Audit;Ann Mather;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Ann Mather joined this role in 22 Nov 2005;116351;Yes;270912
WYNN RESORTS LTD;WYNN;01/12/2019;Audit;Wendy Webb;Chair/Financial Expert;;Independent Director;Yes;Wendy Webb joined this role in 31 Dec 2018;136226;Yes;645038
WYNN RESORTS LTD;WYNN;01/12/2019;Audit;Rich Byrne;Financial Expert;;Independent Director;Yes;Rich Byrne joined this role in 03 Aug 2018;136226;Yes;1316631
WYNN RESORTS LTD;WYNN;01/12/2019;Audit;Pat Mulroy;Member;;Independent Director;Yes;Pat Mulroy joined this role in 16 May 2018;136226;Yes;1621982
TERADATA CORP;TDC;01/12/2019;Audit;Dave Kepler II;Chairman;;Independent Director;Yes;Dave Kepler II joined this role in 31 Dec 2017;264342;Yes;34712
TERADATA CORP;TDC;01/12/2019;Audit;Cary Fu;Financial Expert;;Independent Director;Yes;Cary Fu joined this role in 29 Jul 2008;264342;Yes;181524
TERADATA CORP;TDC;01/12/2019;Audit;Doctor Tim Chou;Member;;Independent Director;Yes;Doctor Tim Chou joined this role in 19 Apr 2017;264342;Yes;321767
TERADATA CORP;TDC;01/12/2019;Audit;Kim Nelson;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Kim Nelson joined this role in 05 Nov 2019;264342;Yes;1058945
TERADATA CORP;TDC;01/12/2019;Audit;Kim Nelson;Financial Expert;FD(3);Independent Director;Yes;Kim Nelson joined this role in 05 Nov 2019;264342;Yes;1058945
TERADATA CORP;TDC;01/12/2019;Audit;Joanne Olsen;Member;;Independent Director;Yes;Joanne Olsen joined this role in 01 Oct 2018;264342;Yes;1129307
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2019;Audit;Terry Savage;Member;;Independent Director;Outside;Terry Savage joined this role in 22 Apr 2003;268946;Yes;35922
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2019;Audit;Dennis Chookaszian;Chairman / Financial Expert;;Independent Director;Yes;Dennis Chookaszian joined this role in 21 Apr 2004;268946;Yes;36842
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2019;Audit;Professor Doctor Deborah Lucas;Member;;Independent Director;Yes;Professor Doctor Deborah Lucas joined this role in 09 May 2018;268946;Yes;334521
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2019;Audit;Larry Gerdes;Financial Expert;Executive VP/CFO(1);Lead Independent Director;Yes;Larry Gerdes joined this role in 13 Jul 2007;268946;Yes;448528
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2019;Audit;Dennis Suskind;Member;;Independent Director;Yes;Dennis Suskind joined this role in 22 Aug 2008;268946;Yes;509999
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2019;Audit;Jeff Bernacchi;Member;;Independent Director;Yes;Jeff Bernacchi departed in 08 May 2019;268946;Yes;883793
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2019;Audit;Daniel Kaye;Financial Expert;;Independent Director;Yes;Daniel Kaye joined this role in 08 May 2019;268946;Yes;1263329
CME GROUP INC (Chicago Mercantile Exchange Holdings Inc prior to 07/2007);CME;01/12/2019;Audit;Elizabeth Cook;Member;;Independent Director;Yes;Elizabeth Cook joined this role in 09 May 2018;268946;Yes;1536327
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2019;Audit;Caroline Dorsa;Chair/Financial Expert;Executive VP/CFO(4);Independent Director;Yes;Caroline Dorsa joined this role in 2014;440155;Yes;31549
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2019;Audit;Bill Hawkins III;Financial Expert;;Independent Director;Yes;Bill Hawkins III joined this role in 01 Oct 2019;440155;Yes;33925
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2019;Audit;Doctor Steve Sherwin;Financial Expert;;Independent Director;Yes;Doctor Steve Sherwin joined this role in 01 Oct 2019;440155;Yes;104972
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2019;Audit;Brian Posner;Financial Expert;;Independent Director;Yes;Brian Posner departed in 01 Oct 2019;440155;Yes;201333
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2019;Audit;Doctor Stelios Papadopoulos;Member;;Independent Chair;Yes;Doctor Stelios Papadopoulos departed in 01 Oct 2019;440155;Yes;272785
BIOGEN INC (Biogen Idec Inc prior to 03/2015);BIIB;01/12/2019;Audit;Nancy Leaming;Financial Expert;;Independent Director;Yes;Nancy Leaming joined this role in 2014;440155;Yes;336399
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2019;Audit;Laurie Thomsen;Member;;Independent Director;Yes;Laurie Thomsen joined this role in 18 May 2017;469152;Yes;43731
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2019;Audit;John Dasburg;Financial Expert;CFO(1);Lead Independent Director;Yes;John Dasburg departed in 22 May 2019;469152;Yes;49366
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2019;Audit;Patricia Higgins;Financial Expert;;Independent Director;Yes;Patricia Higgins joined this role in 23 May 2018;469152;Yes;90917
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2019;Audit;Todd Schermerhorn;Financial Expert;;Lead Independent Director;Yes;Todd Schermerhorn joined this role in 18 May 2017;469152;Yes;204621
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2019;Audit;Alan Beller;Member;;Independent Director;Yes;Alan Beller joined this role in 01 May 2007;469152;Yes;536314
THE TRAVELERS COMPANIES INC (St Paul Travelers Companies Inc prior to 02/2007);TRV;01/12/2019;Audit;Bill Kane;Chair/Financial Expert;;Independent Director;Yes;Bill Kane joined this role in 18 May 2017;469152;Yes;1198243
MASTERCARD INC;MA;01/12/2019;Audit;Rick Haythornthwaite;Member;;Independent Chairman;Yes;Rick Haythornthwaite joined this role in 28 Jun 2016;483173;Yes;8731
MASTERCARD INC;MA;01/12/2019;Audit;Dave Carlucci;Member;;Independent Director;Yes;Dave Carlucci joined this role in 28 Jun 2016;483173;Yes;63337
MASTERCARD INC;MA;01/12/2019;Audit;Jack Tai;Financial Expert;CFO(1);Independent Director;Yes;Jack Tai joined this role in 05 Jun 2012;483173;Yes;342499
MASTERCARD INC;MA;01/12/2019;Audit;Steve Freiberg;Chairman / Financial Expert;;Independent Director;Yes;Steve Freiberg joined this role in 01 Jan 2014;483173;Yes;485545
MASTERCARD INC;MA;01/12/2019;Audit;Silvio Barzi;Member;;Independent Director;Yes;Silvio Barzi departed in 25 Jun 2019;483173;Yes;550127
MASTERCARD INC;MA;01/12/2019;Audit;Rima Qureshi;Member;;Independent Director;Yes;Rima Qureshi joined this role in 18 Jun 2013;483173;Yes;1070476
GENWORTH FINANCIAL INC;GNW;01/12/2019;Audit;Tom Moloney;Financial Expert;CFO(3);Independent Director;Yes;Tom Moloney joined this role in 09 Dec 2009;494219;Yes;48806
GENWORTH FINANCIAL INC;GNW;01/12/2019;Audit;Tom Moloney;Financial Expert;Senior Executive VP/CFO(1);Independent Director;Yes;Tom Moloney joined this role in 09 Dec 2009;494219;Yes;48806
GENWORTH FINANCIAL INC;GNW;01/12/2019;Audit;Debra Perry;Financial Expert;;Independent Director;Yes;Debra Perry joined this role in 14 Dec 2016;494219;Yes;49771
GENWORTH FINANCIAL INC;GNW;01/12/2019;Audit;Jim Riepe;Financial Expert;;Independent Chairman;Yes;Jim Riepe joined this role in 17 May 2006;494219;Yes;64452
GENWORTH FINANCIAL INC;GNW;01/12/2019;Audit;Bob Restrepo Jr;Chairman / Financial Expert;;Independent Director;Yes;Bob Restrepo Jr joined this role in 26 Feb 2018;494219;Yes;336377
REGIONS FINANCIAL CORP;RF;01/12/2019;Audit;Carolyn Byrd;Chairman / Financial Expert;;Independent Director;Yes;Carolyn Byrd joined this role in 16 May 2013;550049;Yes;49316
REGIONS FINANCIAL CORP;RF;01/12/2019;Audit;Eric Fast;Financial Expert;;Independent Director;Yes;Eric Fast joined this role in 24 Apr 2014;550049;Yes;81772
REGIONS FINANCIAL CORP;RF;01/12/2019;Audit;Lee Styslinger III;Financial Expert;;Independent Director;Yes;Lee Styslinger III departed in 24 Apr 2019;550049;Yes;105281
REGIONS FINANCIAL CORP;RF;01/12/2019;Audit;Sam Di Piazza Jr;Financial Expert;;Independent Director;Yes;Sam Di Piazza Jr joined this role in 07 Nov 2016;550049;Yes;180695
REGIONS FINANCIAL CORP;RF;01/12/2019;Audit;Doctor John Maupin Jr;Member;;Independent Director;Yes;Doctor John Maupin Jr departed in 24 Apr 2019;550049;Yes;182313
REGIONS FINANCIAL CORP;RF;01/12/2019;Audit;José Suquet;Financial Expert;;Independent Director;Yes;José Suquet joined this role in 24 Apr 2019;550049;Yes;1374096
REGIONS FINANCIAL CORP;RF;01/12/2019;Audit;Tim Vines;Financial Expert;;Independent Director;Yes;Tim Vines joined this role in 02 Jul 2018;550049;Yes;1763604
ASSURANT INC;AIZ;01/12/2019;Audit;Harriet Edelman;Member;;Independent Director;Yes;Harriet Edelman joined this role in 07 May 2019;550072;Yes;36556
ASSURANT INC;AIZ;01/12/2019;Audit;Paget Alves III;Member;;Independent Director;Yes;Paget Alves III departed in 2019;550072;Yes;273636
ASSURANT INC;AIZ;01/12/2019;Audit;Paul Reilly;Vice Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Paul Reilly joined this role in 11 May 2017;550072;Yes;334012
ASSURANT INC;AIZ;01/12/2019;Audit;Paul Reilly;Vice Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Paul Reilly joined this role in 11 May 2017;550072;Yes;334012
ASSURANT INC;AIZ;01/12/2019;Audit;Howard Carver;Financial Expert;;Independent Director;Outside;Howard Carver departed in 07 May 2019;550072;Yes;335845
ASSURANT INC;AIZ;01/12/2019;Audit;Elyse Douglas;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Elyse Douglas departed in 07 May 2019;550072;Yes;509619
ASSURANT INC;AIZ;01/12/2019;Audit;Bob Stein;Chairman / Financial Expert;;Independent Director;Yes;Bob Stein joined this role in 25 Mar 2013;550072;Yes;1128939
MOSAIC CO;MOS;01/12/2019;Audit;Bob Lumpkins;Member;CFO(2);Independent Director;Yes;Bob Lumpkins departed in 23 May 2019;550358;Yes;52397
MOSAIC CO;MOS;01/12/2019;Audit;Bob Lumpkins;Member;Vice Chairman/CFO(1);Independent Director;Yes;Bob Lumpkins departed in 23 May 2019;550358;Yes;52397
MOSAIC CO;MOS;01/12/2019;Audit;Oscar de Paula Bernardes Neto;Member;;Independent Director;Yes;Oscar de Paula Bernardes Neto joined this role in 23 May 2019;550358;Yes;59921
MOSAIC CO;MOS;01/12/2019;Audit;Nancy Cooper;Chairwoman / Financial Expert;CFO(1);Independent Director;Yes;Nancy Cooper joined this role in 03 Oct 2013;550358;Yes;63497
MOSAIC CO;MOS;01/12/2019;Audit;Nancy Cooper;Chairwoman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Nancy Cooper joined this role in 03 Oct 2013;550358;Yes;63497
MOSAIC CO;MOS;01/12/2019;Audit;Nancy Cooper;Chairwoman / Financial Expert;VP/CFO(1);Independent Director;Yes;Nancy Cooper joined this role in 03 Oct 2013;550358;Yes;63497
MOSAIC CO;MOS;01/12/2019;Audit;Bill Monahan;Member;;Independent Director;Yes;Bill Monahan joined this role in 22 Oct 2004;550358;Yes;88057
MOSAIC CO;MOS;01/12/2019;Audit;Cheryl Beebe;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Cheryl Beebe joined this role in 23 May 2019;550358;Yes;333669
MOSAIC CO;MOS;01/12/2019;Audit;Cheryl Beebe;Financial Expert;VP/CFO(1);Independent Director;Yes;Cheryl Beebe joined this role in 23 May 2019;550358;Yes;333669
MOSAIC CO;MOS;01/12/2019;Audit;Greg Ebel;Financial Expert;;Independent Chairman;Yes;Greg Ebel joined this role in 15 May 2014;550358;Yes;513374
MOSAIC CO;MOS;01/12/2019;Audit;David Seaton;Member;;Independent Director;Yes;David Seaton joined this role in 16 Oct 2019;550358;Yes;532411
MOSAIC CO;MOS;01/12/2019;Audit;Tim Gitzel;Member;;Independent Director;Yes;Tim Gitzel joined this role in 15 May 2014;550358;Yes;540860
AMERIGO RESOURCES LTD;ARG;01/12/2019;Audit;Doctor Bob Gayton;Chairman;CFO(7);Lead Independent Director;Yes;Doctor Bob Gayton joined this role in 01 Jan 2009;620782;Yes;344292
AMERIGO RESOURCES LTD;ARG;01/12/2019;Audit;Doctor Bob Gayton;Chairman;VP/CFO(6);Lead Independent Director;Yes;Doctor Bob Gayton joined this role in 01 Jan 2009;620782;Yes;344292
AMERIGO RESOURCES LTD;ARG;01/12/2019;Audit;George Ireland;Member;;Independent Director;Yes;George Ireland joined this role in 2012;620782;Yes;1017413
AMERIGO RESOURCES LTD;ARG;01/12/2019;Audit;Sidney Robinson;Member;;Independent Director;Yes;Sidney Robinson joined this role in 01 Jan 2009;620782;Yes;1108189
PEMBINA PIPELINE CORP;PPL;01/12/2019;Audit;Gordon Kerr;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Gordon Kerr joined this role in 05 May 2017;664896;Yes;555156
PEMBINA PIPELINE CORP;PPL;01/12/2019;Audit;Henry Sykes;Member;;Independent Director;Yes;Henry Sykes joined this role in 04 May 2018;664896;Yes;746564
PEMBINA PIPELINE CORP;PPL;01/12/2019;Audit;Bruce Rubin;Member;;Independent Director;Yes;Bruce Rubin joined this role in 05 May 2017;664896;Yes;753037
PEMBINA PIPELINE CORP;PPL;01/12/2019;Audit;Doctor Maureen Howe;Financial Expert;;Independent Director;Yes;Doctor Maureen Howe joined this role in 03 May 2019;664896;Yes;860902
PEMBINA PIPELINE CORP;PPL;01/12/2019;Audit;David LeGresley;Financial Expert;;Independent Director;Yes;David LeGresley joined this role in 05 May 2017;664896;Yes;1248716
CF INDUSTRIES HLDGS INC;CF;01/12/2019;Audit;Steve Hagge;Financial Expert;;Independent Director;Yes;Steve Hagge joined this role in 09 Jun 2010;665753;Yes;141679
CF INDUSTRIES HLDGS INC;CF;01/12/2019;Audit;John Eaves;Financial Expert;;Independent Director;Yes;John Eaves joined this role in 24 Jul 2017;665753;Yes;207746
CF INDUSTRIES HLDGS INC;CF;01/12/2019;Audit;Bob Arzbaecher;Financial Expert;CFO(2);Independent Director;Yes;Bob Arzbaecher joined this role in 09 May 2007;665753;Yes;331419
CF INDUSTRIES HLDGS INC;CF;01/12/2019;Audit;Bob Arzbaecher;Financial Expert;VP/CFO(1);Independent Director;Yes;Bob Arzbaecher joined this role in 09 May 2007;665753;Yes;331419
CF INDUSTRIES HLDGS INC;CF;01/12/2019;Audit;Bill Davisson;Financial Expert;;Independent Director;Yes;Bill Davisson joined this role in 01 Sep 2012;665753;Yes;374516
CF INDUSTRIES HLDGS INC;CF;01/12/2019;Audit;Theresa Wagler;Chair/Financial Expert;;Independent Director;Yes;Theresa Wagler joined this role in May 2017;665753;Yes;492527
AMERIPRISE FINANCIAL INC;AMP;01/12/2019;Audit;Lon Greenberg;Financial Expert;;Independent Director;Yes;Lon Greenberg joined this role in 30 Apr 2014;667645;Yes;140198
AMERIPRISE FINANCIAL INC;AMP;01/12/2019;Audit;Chris Williams;Chairman / Financial Expert;;Independent Director;Yes;Chris Williams joined this role in 25 Apr 2018;667645;Yes;160025
