BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID
THERMO FISHER SCIENTIFIC INC (Thermo Electron Corp prior to 11/2006);TMO;01/12/2018;Audit;Dion Weisler;Financial Expert;;Independent Director;Yes;Dion Weisler joined this role in 01 Mar 2017;30616;Yes;1315443
TOTAL SYSTEM SERVICES INC (TSYS) (De-listed 09/2019);TSS;01/12/2018;Audit;Professor Doctor Sid Harris;Member;;Independent Director;Outside;Professor Doctor Sid Harris joined this role in Jan 2000;30993;Yes;31295
TOTAL SYSTEM SERVICES INC (TSYS) (De-listed 09/2019);TSS;01/12/2018;Audit;John Turner;Member;;Independent Director;Yes;John Turner joined this role in 2006;30993;Yes;203919
TOTAL SYSTEM SERVICES INC (TSYS) (De-listed 09/2019);TSS;01/12/2018;Audit;Connie McDaniel;Chairman / Financial Expert;;Independent Director;Yes;Connie McDaniel joined this role in 28 Apr 2016;30993;Yes;532966
UNION PACIFIC CORP;UNP;01/12/2018;Audit;José Villarreal;Member;;Independent Director;Yes;José Villarreal joined this role in 16 May 2013;31786;Yes;31693
UNION PACIFIC CORP;UNP;01/12/2018;Audit;Dave Dillon;Chairman / Financial Expert;;Independent Director;Yes;Dave Dillon joined this role in 12 May 2016;31786;Yes;35928
UNION PACIFIC CORP;UNP;01/12/2018;Audit;Michael McConnell;Financial Expert;CFO(1);Independent Director;Yes;Michael McConnell departed in 10 May 2018;31786;Yes;183770
UNION PACIFIC CORP;UNP;01/12/2018;Audit;The Hon. Andy Card Jr;Member;;Independent Director;Yes;The Hon. Andy Card Jr joined this role in 03 May 2007;31786;Yes;489581
UNION PACIFIC CORP;UNP;01/12/2018;Audit;Bill DeLaney III;Financial Expert;CEO/CFO(1);Independent Director;Yes;Bill DeLaney III joined this role in 05 Sep 2018;31786;Yes;510444
UNION PACIFIC CORP;UNP;01/12/2018;Audit;Bill DeLaney III;Financial Expert;CFO(1);Independent Director;Yes;Bill DeLaney III joined this role in 05 Sep 2018;31786;Yes;510444
UNION PACIFIC CORP;UNP;01/12/2018;Audit;Jane Lute;Member;;Independent Director;Yes;Jane Lute joined this role in 28 Jul 2016;31786;Yes;1339367
UNUM GROUP (UnumProvident Corp prior to 03/2007);UNM;01/12/2018;Audit;E Caulfield;Chairman / Financial Expert;;Independent Director;Yes;E Caulfield joined this role in 2014;31898;Yes;310135
UNUM GROUP (UnumProvident Corp prior to 03/2007);UNM;01/12/2018;Audit;Theo Bunting Jr;Financial Expert;VP/CFO(7);Independent Director;Yes;Theo Bunting Jr joined this role in 01 Nov 2013;31898;Yes;533895
UNUM GROUP (UnumProvident Corp prior to 03/2007);UNM;01/12/2018;Audit;Fran Shammo;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Fran Shammo joined this role in 27 Jul 2015;31898;Yes;553976
UNUM GROUP (UnumProvident Corp prior to 03/2007);UNM;01/12/2018;Audit;Tim Keaney;Financial Expert;;Independent Director;Yes;Tim Keaney joined this role in 15 Aug 2012;31898;Yes;627152
UNUM GROUP (UnumProvident Corp prior to 03/2007);UNM;01/12/2018;Audit;Susan DeVore;Financial Expert;;Independent Director;Yes;Susan DeVore joined this role in 22 Feb 2018;31898;Yes;1324846
US BANCORP;USB.PRH;01/12/2018;Audit;Roland Hernandez;Chairman / Financial Expert;;Independent Director;Yes;Roland Hernandez joined this role in 21 Apr 2015;31946;Yes;31673
US BANCORP;USB.PRA;01/12/2018;Audit;Roland Hernandez;Chairman / Financial Expert;;Independent Director;Yes;Roland Hernandez joined this role in 21 Apr 2015;31946;Yes;31673
US BANCORP;USB;01/12/2018;Audit;Roland Hernandez;Chairman / Financial Expert;;Independent Director;Yes;Roland Hernandez joined this role in 21 Apr 2015;31946;Yes;31673
US BANCORP;USB.PRH;01/12/2018;Audit;Warner Baxter;Financial Expert;Executive VP/CFO(10);Independent Director;Yes;Warner Baxter joined this role in 07 Dec 2015;31946;Yes;51707
US BANCORP;USB.PRA;01/12/2018;Audit;Warner Baxter;Financial Expert;Executive VP/CFO(10);Independent Director;Yes;Warner Baxter joined this role in 07 Dec 2015;31946;Yes;51707
US BANCORP;USB;01/12/2018;Audit;Warner Baxter;Financial Expert;Executive VP/CFO(10);Independent Director;Yes;Warner Baxter joined this role in 07 Dec 2015;31946;Yes;51707
US BANCORP;USB.PRH;01/12/2018;Audit;Karen Lynch;Financial Expert;;Independent Director;Yes;Karen Lynch joined this role in 19 Apr 2016;31946;Yes;486026
US BANCORP;USB.PRA;01/12/2018;Audit;Karen Lynch;Financial Expert;;Independent Director;Yes;Karen Lynch joined this role in 19 Apr 2016;31946;Yes;486026
US BANCORP;USB;01/12/2018;Audit;Karen Lynch;Financial Expert;;Independent Director;Yes;Karen Lynch joined this role in 19 Apr 2016;31946;Yes;486026
US BANCORP;USB.PRH;01/12/2018;Audit;Scott Wine;Financial Expert;;Independent Director;Yes;Scott Wine joined this role in 14 Jul 2014;31946;Yes;538091
US BANCORP;USB.PRA;01/12/2018;Audit;Scott Wine;Financial Expert;;Independent Director;Yes;Scott Wine joined this role in 14 Jul 2014;31946;Yes;538091
US BANCORP;USB;01/12/2018;Audit;Scott Wine;Financial Expert;;Independent Director;Yes;Scott Wine joined this role in 14 Jul 2014;31946;Yes;538091
US BANCORP;USB.PRH;01/12/2018;Audit;Elizabeth Buse;Member;;Independent Director;Yes;Elizabeth Buse joined this role in 18 Jun 2018;31946;Yes;593708
US BANCORP;USB.PRA;01/12/2018;Audit;Elizabeth Buse;Member;;Independent Director;Yes;Elizabeth Buse joined this role in 18 Jun 2018;31946;Yes;593708
US BANCORP;USB;01/12/2018;Audit;Elizabeth Buse;Member;;Independent Director;Yes;Elizabeth Buse joined this role in 18 Jun 2018;31946;Yes;593708
UNITEDHEALTH GROUP INC;UNH;01/12/2018;Audit;Michele Hooper;Financial Expert;;Independent Director;Yes;Michele Hooper joined this role in 04 Jun 2012;32107;Yes;34875
UNITEDHEALTH GROUP INC;UNH;01/12/2018;Audit;Richard Burke Sr;Financial Expert;;Lead Independent Director;Yes;Richard Burke Sr departed in 04 Jun 2018;32107;Yes;34879
UNITEDHEALTH GROUP INC;UNH;01/12/2018;Audit;Glenn Renwick;Chairman / Financial Expert;;Independent Director;Yes;Glenn Renwick joined this role in 04 Jun 2012;32107;Yes;39996
UNITEDHEALTH GROUP INC;UNH;01/12/2018;Audit;Bill McNabb III;Financial Expert;;Independent Director;Yes;Bill McNabb III joined this role in 04 Jun 2018;32107;Yes;776949
UNITEDHEALTH GROUP INC;UNH;01/12/2018;Audit;Tim Flynn;Financial Expert;;Independent Director;Yes;Tim Flynn departed in 04 Jun 2018;32107;Yes;1195941
UNITED PARCEL SERVICE (UPS) INC;UPS;01/12/2018;Audit;Rudy Markham;Financial Expert;CFO(3);Independent Director;Yes;Rudy Markham departed in 10 May 2018;32137;Yes;10151
UNITED PARCEL SERVICE (UPS) INC;UPS;01/12/2018;Audit;Rudy Markham;Financial Expert;FD(2);Independent Director;Yes;Rudy Markham departed in 10 May 2018;32137;Yes;10151
UNITED PARCEL SERVICE (UPS) INC;UPS;01/12/2018;Audit;Carol Tomé;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Carol Tomé joined this role in 17 Mar 2005;32137;Yes;33694
UNITED PARCEL SERVICE (UPS) INC;UPS;01/12/2018;Audit;Doctor Candace Kendle;Financial Expert;;Independent Director;Yes;Doctor Candace Kendle joined this role in 07 May 2015;32137;Yes;35442
UNITED PARCEL SERVICE (UPS) INC;UPS;01/12/2018;Audit;Mike Burns;Financial Expert;;Independent Director;Yes;Mike Burns joined this role in 07 May 2015;32137;Yes;183797
UNITED PARCEL SERVICE (UPS) INC;UPS;01/12/2018;Audit;John Stankey;Financial Expert;;Independent Director;Yes;John Stankey joined this role in 10 May 2018;32137;Yes;204331
VALERO ENERGY CORP;VLO;01/12/2018;Audit;Randy Weisenburger;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Randy Weisenburger joined this role in 01 May 2014;32237;Yes;35520
VALERO ENERGY CORP;VLO;01/12/2018;Audit;H Eberhart;Financial Expert;;Independent Director;Yes;H Eberhart joined this role in 03 May 2017;32237;Yes;48021
VALERO ENERGY CORP;VLO;01/12/2018;Audit;Doctor Susan Purcell;Member;;Independent Director;Outside;Doctor Susan Purcell departed in 03 May 2018;32237;Yes;60286
VALERO ENERGY CORP;VLO;01/12/2018;Audit;Steve Waters;Financial Expert;;Independent Director;Yes;Steve Waters joined this role in 03 May 2017;32237;Yes;330721
VERISIGN INC;VRSN;01/12/2018;Audit;Doctor Tim Tomlinson;Chairman / Financial Expert;;Independent Director;Yes;Doctor Tim Tomlinson joined this role in 21 May 2015;32498;Yes;82147
VERISIGN INC;VRSN;01/12/2018;Audit;Roger Moore;Financial Expert;;Independent Director;Yes;Roger Moore joined this role in 24 May 2012;32498;Yes;82172
VERISIGN INC;VRSN;01/12/2018;Audit;Kathleen Cote;Financial Expert;;Independent Director;Yes;Kathleen Cote joined this role in 29 May 2008;32498;Yes;89222
VERIZON COMMUNICATIONS INC;VZ;01/12/2018;Audit;Greg Wasson;Financial Expert;;Independent Director;Yes;Greg Wasson departed in 01 Oct 2018;32507;Yes;34413
VERIZON COMMUNICATIONS INC;VZ;01/12/2018;Audit;Clarence Otis Jr;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Clarence Otis Jr joined this role in 07 Jun 2007;32507;Yes;43691
VERIZON COMMUNICATIONS INC;VZ;01/12/2018;Audit;Fran Keeth;Financial Expert;CFO(1);Lead Independent Director;Yes;Fran Keeth joined this role in 07 Jun 2007;32507;Yes;310110
VERIZON COMMUNICATIONS INC;VZ;01/12/2018;Audit;Fran Keeth;Financial Expert;Executive VP/CFO(1);Lead Independent Director;Yes;Fran Keeth joined this role in 07 Jun 2007;32507;Yes;310110
VERIZON COMMUNICATIONS INC;VZ;01/12/2018;Audit;Shellye Archambeau;Financial Expert;;Independent Director;Yes;Shellye Archambeau joined this role in 04 Sep 2014;32507;Yes;443068
VERIZON COMMUNICATIONS INC;VZ;01/12/2018;Audit;Kathee Tesija;Member;;Independent Director;Yes;Kathee Tesija joined this role in 04 Jun 2015;32507;Yes;606911
VERIZON COMMUNICATIONS INC;VZ;01/12/2018;Audit;Greg Weaver;Chairman / Financial Expert;;Independent Director;Yes;Greg Weaver joined this role in 09 Jan 2017;32507;Yes;1606512
VORNADO REALTY TRUST;VNO;01/12/2018;Audit;Professor Doctor Richard West;Chairman / Financial Expert;;Independent Trustee;Yes;Professor Doctor Richard West joined this role in Jan 2003;32928;Yes;142093
VORNADO REALTY TRUST;VNO;01/12/2018;Audit;Dan Tisch;Financial Expert;;Independent Trustee;Yes;Dan Tisch joined this role in 27 Jul 2012;32928;Yes;271795
VORNADO REALTY TRUST;VNO;01/12/2018;Audit;Mandy Puri;Financial Expert;;Independent Trustee;Yes;Mandy Puri joined this role in 18 May 2017;32928;Yes;602002
VULCAN MATERIALS CO;VMC;01/12/2018;Audit;Dick O'Brien;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Dick O'Brien joined this role in 01 Jun 2012;32979;Yes;201540
VULCAN MATERIALS CO;VMC;01/12/2018;Audit;Tom Fanning;Member;Executive VP/CFO(1);Independent Director;Yes;Tom Fanning joined this role in 13 Feb 2015;32979;Yes;325858
VULCAN MATERIALS CO;VMC;01/12/2018;Audit;Kathleen Quirk;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Kathleen Quirk joined this role in 16 Oct 2017;32979;Yes;341904
VULCAN MATERIALS CO;VMC;01/12/2018;Audit;Cynthia Hostetler;Member;;Independent Director;Yes;Cynthia Hostetler departed in 11 May 2018;32979;Yes;1255651
WASTE MANAGEMENT INC;WM;01/12/2018;Audit;Tom Weidemeyer;Member;;Independent Chairman;Yes;Tom Weidemeyer joined this role in 17 May 2018;33114;Yes;33374
WASTE MANAGEMENT INC;WM;01/12/2018;Audit;Frank Clark Jr;Financial Expert;;Independent Director;Yes;Frank Clark Jr joined this role in 27 May 2014;33114;Yes;36335
WASTE MANAGEMENT INC;WM;01/12/2018;Audit;Brad Anderson;Financial Expert;;Independent Chairman;Yes;Brad Anderson departed in 10 Apr 2018;33114;Yes;45616
WASTE MANAGEMENT INC;WM;01/12/2018;Audit;Pat Gross;Chairman / Financial Expert;;Independent Director;Yes;Pat Gross joined this role in 11 May 2010;33114;Yes;49286
WASTE MANAGEMENT INC;WM;01/12/2018;Audit;Vicki Holt;Financial Expert;;Independent Director;Yes;Vicki Holt joined this role in 27 May 2014;33114;Yes;371806
WASTE MANAGEMENT INC;WM;01/12/2018;Audit;Doctor Andrés Gluski Weilert;Financial Expert;;Independent Director;Yes;Doctor Andrés Gluski Weilert joined this role in 23 Feb 2015;33114;Yes;452889
WATERS CORP;WAT;01/12/2018;Audit;Doctor Michael Berendt;Financial Expert;;Independent Director;Yes;Doctor Michael Berendt joined this role in 09 May 2017;33136;Yes;69212
WATERS CORP;WAT;01/12/2018;Audit;Chris Kuebler;Financial Expert;;Independent Director;Yes;Chris Kuebler joined this role in 09 May 2017;33136;Yes;106352
WATERS CORP;WAT;01/12/2018;Audit;Linda Baddour;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Linda Baddour joined this role in 01 Sep 2018;33136;Yes;206176
WATERS CORP;WAT;01/12/2018;Audit;Joann Reed;Chairman / Financial Expert;;Independent Director;Yes;Joann Reed joined this role in 11 May 2016;33136;Yes;272653
WEYERHAEUSER CO;WY;01/12/2018;Audit;The Hon. Marc Racicot;Member;;Independent Director;Yes;The Hon. Marc Racicot joined this role in 19 Feb 2016;33418;Yes;35824
WEYERHAEUSER CO;WY;01/12/2018;Audit;Mike Steuert;Financial Expert;VP/CFO(1);Independent Director;Yes;Mike Steuert joined this role in 19 May 2017;33418;Yes;204355
WEYERHAEUSER CO;WY;01/12/2018;Audit;Sara Lewis;Chairwoman / Financial Expert;CFO(1);Independent Director;Yes;Sara Lewis joined this role in 18 May 2018;33418;Yes;339080
WEYERHAEUSER CO;WY;01/12/2018;Audit;Sara Lewis;Chairwoman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Sara Lewis joined this role in 18 May 2018;33418;Yes;339080
WEYERHAEUSER CO;WY;01/12/2018;Audit;Kim Williams;Member;;Independent Director;Yes;Kim Williams joined this role in 14 Dec 2006;33418;Yes;499564
WEYERHAEUSER CO;WY;01/12/2018;Audit;John Morgan Sr;Member;;Independent Director;Yes;John Morgan Sr joined this role in 19 Feb 2016;33418;Yes;505861
WHIRLPOOL CORP;WHR;01/12/2018;Audit;Mike Johnston;Member;;Independent Director;Yes;Mike Johnston joined this role in 20 Apr 2010;33437;Yes;52761
WHIRLPOOL CORP;WHR;01/12/2018;Audit;Gary DiCamillo;Member;;Independent Director;Yes;Gary DiCamillo joined this role in 18 Apr 2017;33437;Yes;62737
WHIRLPOOL CORP;WHR;01/12/2018;Audit;Mike White;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Mike White joined this role in 18 Apr 2017;33437;Yes;204713
WHIRLPOOL CORP;WHR;01/12/2018;Audit;Mike White;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Mike White joined this role in 18 Apr 2017;33437;Yes;204713
WHIRLPOOL CORP;WHR;01/12/2018;Audit;Jim Loree;Member;Executive VP/CFO(1);Independent Director;Yes;Jim Loree joined this role in 18 Dec 2017;33437;Yes;204774
WHIRLPOOL CORP;WHR;01/12/2018;Audit;Jim Loree;Member;VP/CFO(1);Independent Director;Yes;Jim Loree joined this role in 18 Dec 2017;33437;Yes;204774
WHIRLPOOL CORP;WHR;01/12/2018;Audit;John Liu;Member;CFO(2);Independent Director;Yes;John Liu joined this role in 16 Jun 2010;33437;Yes;342493
WHIRLPOOL CORP;WHR;01/12/2018;Audit;John Liu;Member;MD/CFO(2);Independent Director;Yes;John Liu joined this role in 16 Jun 2010;33437;Yes;342493
WHIRLPOOL CORP;WHR;01/12/2018;Audit;Gerri Elliott;Member;;Independent Director;Yes;Gerri Elliott joined this role in 18 Feb 2014;33437;Yes;893552
WILLIAMS COMPANIES INC;WMB;01/12/2018;Audit;Steve Chazen;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Steve Chazen joined this role in 23 Nov 2016;33512;Yes;36173
WILLIAMS COMPANIES INC;WMB;01/12/2018;Audit;Steve Chazen;Financial Expert;Senior Executive VP/CFO(1);Independent Director;Yes;Steve Chazen joined this role in 23 Nov 2016;33512;Yes;36173
WILLIAMS COMPANIES INC;WMB;01/12/2018;Audit;Vicki Fuller;Financial Expert;;Independent Director;Yes;Vicki Fuller joined this role in 31 Jul 2018;33512;Yes;55911
WILLIAMS COMPANIES INC;WMB;01/12/2018;Audit;Bill Spence;Financial Expert;;Independent Director;Yes;Bill Spence joined this role in 28 Aug 2016;33512;Yes;333782
WILLIAMS COMPANIES INC;WMB;01/12/2018;Audit;Mike Creel;Financial Expert;Executive VP/CFO(7);Independent Director;Yes;Mike Creel joined this role in 18 May 2017;33512;Yes;375121
WILLIAMS COMPANIES INC;WMB;01/12/2018;Audit;Mike Creel;Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Mike Creel joined this role in 18 May 2017;33512;Yes;375121
WILLIAMS COMPANIES INC;WMB;01/12/2018;Audit;Peter Ragauss;Chairman / Financial Expert;;Independent Director;Yes;Peter Ragauss joined this role in 22 Feb 2017;33512;Yes;485925
WILLIAMS COMPANIES INC;WMB;01/12/2018;Audit;Doctor Kathleen Cooper;Financial Expert;;Independent Director;Yes;Doctor Kathleen Cooper departed in 2018;33512;Yes;500247
WILLIAMS COMPANIES INC;WMB;01/12/2018;Audit;Casey Cogut;Member;;Independent Director;Yes;Casey Cogut joined this role in 10 May 2018;33512;Yes;1376481
XCEL ENERGY INC;XEL;01/12/2018;Audit;A Sampson;Member;;Independent Director;Yes;A Sampson joined this role in 20 May 2009;33830;Yes;57052
XCEL ENERGY INC;XEL;01/12/2018;Audit;Dick O'Brien;Chair/Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Dick O'Brien joined this role in 17 May 2017;33830;Yes;201540
XCEL ENERGY INC;XEL;01/12/2018;Audit;David Westerlund;Member;;Independent Director;Yes;David Westerlund joined this role in 17 May 2017;33830;Yes;205663
XCEL ENERGY INC;XEL;01/12/2018;Audit;Kim Williams;Financial Expert;;Independent Director;Yes;Kim Williams joined this role in 01 Dec 2009;33830;Yes;499564
XCEL ENERGY INC;XEL;01/12/2018;Audit;Daniel Yohannes;Member;;Independent Director;Yes;Daniel Yohannes joined this role in 17 May 2017;33830;Yes;1864645
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2018;Audit;Doctor Bob Keegan;Financial Expert;;Independent Chairman;Yes;Doctor Bob Keegan departed in 13 May 2018;33850;Yes;39731
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2018;Audit;Ann Reese;Member;Executive VP/CFO(2);Independent Director;Yes;Ann Reese departed in 13 May 2018;33850;Yes;53712
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2018;Audit;Professor Doctor Curt Hunter;Financial Expert;;Independent Director;Yes;Professor Doctor Curt Hunter departed in 13 May 2018;33850;Yes;183670
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2018;Audit;Nick Graziano;Financial Expert;;Independent Director;Yes;Nick Graziano joined this role in 13 May 2018;33850;Yes;536399
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2018;Audit;Sara Tucker;Financial Expert;;Independent Director;Yes;Sara Tucker joined this role in 23 May 2017;33850;Yes;833115
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2018;Audit;Joe Echevarria Jr;Chairman / Financial Expert;;Independent Director;Yes;Joe Echevarria Jr joined this role in 13 May 2018;33850;Yes;1258601
XEROX HOLDINGS CORP (Xerox Corp prior to 08/2019);XRX;01/12/2018;Audit;Jonathan Christodoro;Financial Expert;;Independent Director;Yes;Jonathan Christodoro joined this role in 13 May 2018;33850;Yes;1305836
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);YHOO;01/12/2018;Audit;Eric Brandt;Chairman / Financial Expert;VP/CFO(1);Independent Chairman;Yes;Eric Brandt joined this role in 26 Apr 2016;33915;Yes;46386
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);ALA;01/12/2018;Audit;Eric Brandt;Chairman / Financial Expert;VP/CFO(1);Independent Chairman;Yes;Eric Brandt joined this role in 26 Apr 2016;33915;Yes;46386
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);YHOO;01/12/2018;Audit;Eric Brandt;Chairman / Financial Expert;Executive VP/CFO(1);Independent Chairman;Yes;Eric Brandt joined this role in 26 Apr 2016;33915;Yes;46386
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);ALA;01/12/2018;Audit;Eric Brandt;Chairman / Financial Expert;Executive VP/CFO(1);Independent Chairman;Yes;Eric Brandt joined this role in 26 Apr 2016;33915;Yes;46386
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);YHOO;01/12/2018;Audit;Richard Kauffman;Financial Expert;;Independent Director;Yes;Richard Kauffman joined this role in 11 Aug 2017;33915;Yes;550265
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);ALA;01/12/2018;Audit;Richard Kauffman;Financial Expert;;Independent Director;Yes;Richard Kauffman joined this role in 11 Aug 2017;33915;Yes;550265
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);YHOO;01/12/2018;Audit;Tor Braham;Member;;Independent Director;Yes;Tor Braham joined this role in 26 Apr 2016;33915;Yes;1325116
ALTABA INC (Yahoo Inc prior to 06/2017) (De-listed 10/2019);ALA;01/12/2018;Audit;Tor Braham;Member;;Independent Director;Yes;Tor Braham joined this role in 26 Apr 2016;33915;Yes;1325116
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2018;Audit;Gary Crittenden;Financial Expert;Executive VP/CFO(4);Independent Director;Yes;Gary Crittenden joined this role in 04 Aug 2016;34139;Yes;33843
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2018;Audit;Jerry Atkin;Financial Expert;FD(1);Independent Director;Yes;Jerry Atkin joined this role in 02 Jun 2017;34139;Yes;58901
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2018;Audit;Stephen Quinn;Financial Expert;;Lead Independent Director;Yes;Stephen Quinn joined this role in 27 May 2016;34139;Yes;58931
ZIONS BANCORPORATION NA (Zions Bancorporation prior to 10/2018);ZION;01/12/2018;Audit;Ed Murphy;Chairman / Financial Expert;;Independent Director;Yes;Ed Murphy joined this role in 27 May 2016;34139;Yes;994592
LOBLAW COMPANIES LTD;L;01/12/2018;Audit;Warren Bryant;Member;;Independent Corporate Director;Yes;Warren Bryant departed in 03 May 2018;35930;Yes;35925
LOBLAW COMPANIES LTD;L;01/12/2018;Audit;Beth Pritchard;Member;;Independent Corporate Director;Yes;Beth Pritchard joined this role in 03 May 2018;35930;Yes;141213
LOBLAW COMPANIES LTD;L;01/12/2018;Audit;Bill Downe;Member;;Independent Director;Yes;Bill Downe joined this role in 03 May 2018;35930;Yes;331331
LOBLAW COMPANIES LTD;L;01/12/2018;Audit;Paul Beeston;Member;;Independent Corporate Director;Yes;Paul Beeston joined this role in 04 May 2005;35930;Yes;444124
LOBLAW COMPANIES LTD;L;01/12/2018;Audit;Chris Clark;Chair;;Independent Corporate Director;Yes;Chris Clark joined this role in 03 May 2012;35930;Yes;1196354
LOBLAW COMPANIES LTD;L;01/12/2018;Audit;Scott Bonham;Member;;Independent Corporate Director;Yes;Scott Bonham joined this role in 04 Oct 2016;35930;Yes;1197156
LOBLAW COMPANIES LTD;L;01/12/2018;Audit;Margaret Harris;Member;;Independent Corporate Director;Yes;Margaret Harris joined this role in 05 May 2016;35930;Yes;1355120
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2018;Audit;Lars Wedenborn;Financial Expert;CFO(1);Independent Director;Yes;Lars Wedenborn joined this role in 22 May 2013;42640;Yes;4343
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2018;Audit;Lars Wedenborn;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Lars Wedenborn joined this role in 22 May 2013;42640;Yes;4343
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2018;Audit;Charlene Begley;Financial Expert;CFO(1);Independent Director;Yes;Charlene Begley joined this role in 07 May 2014;42640;Yes;36095
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2018;Audit;Tom Kloet;Chairman / Financial Expert;;Independent Director;Yes;Tom Kloet joined this role in 05 May 2016;42640;Yes;730649
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2018;Audit;John Rainey Jr;Financial Expert;Executive VP/CFO(4);Independent Director;Yes;John Rainey Jr joined this role in 25 Jul 2017;42640;Yes;1121440
NASDAQ INC (NASDAQ OMX Group Inc prior to 09/2015);NDAQ;01/12/2018;Audit;Melissa Arnoldi;Member;;Independent Director;Yes;Melissa Arnoldi joined this role in 10 May 2017;42640;Yes;1887925
FENNEC PHARMACEUTICALS INC (Adherex Technologies Inc prior to 09/2014);FRX;01/12/2018;Audit;Chris Rallis;Chairman / Financial Expert;;Independent Director;Yes;Chris Rallis joined this role in 25 Aug 2011;71572;Yes;656103
FENNEC PHARMACEUTICALS INC (Adherex Technologies Inc prior to 09/2014);FRX;01/12/2018;Audit;Doctor Khalid Islam;Member;;Independent Chairman;Yes;Doctor Khalid Islam joined this role in 08 Jun 2016;71572;Yes;1265880
FENNEC PHARMACEUTICALS INC (Adherex Technologies Inc prior to 09/2014);FRX;01/12/2018;Audit;Adrian Haigh;Member;;Independent Director;Yes;Adrian Haigh joined this role in 28 May 2014;71572;Yes;1265881
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2018;Audit;Chris Connor;Member;;Independent Director;Yes;Chris Connor departed in 17 May 2018;77014;Yes;36501
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2018;Audit;Paget Alves III;Member;;Independent Director;Yes;Paget Alves III joined this role in 27 Jan 2017;77014;Yes;273636
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2018;Audit;Tom Nelson;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Tom Nelson joined this role in 17 May 2012;77014;Yes;323633
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2018;Audit;Peter Skala;Member;;Independent Director;Yes;Peter Skala joined this role in 04 Mar 2016;77014;Yes;751009
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2018;Audit;Elane Stock;Member;;Independent Director;Yes;Elane Stock joined this role in 17 May 2018;77014;Yes;1082123
YUM! BRANDS INC (Tricon Global Restaurants Inc prior to 05/2002);YUM;01/12/2018;Audit;Tanya Domier;Member;;Independent Director;Yes;Tanya Domier joined this role in 26 Jan 2018;77014;Yes;1451494
UNITED STATES STEEL CORP;X;01/12/2018;Audit;Murry Gerber;Chairman / Financial Expert;;Independent Director;Yes;Murry Gerber joined this role in 24 Apr 2018;77289;Yes;81677
UNITED STATES STEEL CORP;X;01/12/2018;Audit;John Engel;Financial Expert;;Independent Director;Yes;John Engel joined this role in 24 Apr 2018;77289;Yes;204655
