BoardName;Ticker;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;TenureSince
ANDEAVOR (Tesoro Corp prior to 08/2017) (De-listed 10/2018);TSO;01/12/2017;Audit;Bob Goldman;Financial Expert;;Independent Director;Yes;Bob Goldman departed in 04 May 2017;30468;Yes;68037;
ANDEAVOR (Tesoro Corp prior to 08/2017) (De-listed 10/2018);ANDV;01/12/2017;Audit;Bill Schumann III;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Bill Schumann III joined this role in 11 Nov 2016;30468;Yes;204141;
ANDEAVOR (Tesoro Corp prior to 08/2017) (De-listed 10/2018);TSO;01/12/2017;Audit;Bill Schumann III;Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Bill Schumann III joined this role in 11 Nov 2016;30468;Yes;204141;
ANDEAVOR (Tesoro Corp prior to 08/2017) (De-listed 10/2018);ANDV;01/12/2017;Audit;Doctor Pat Yang;Member;;Independent Director;Yes;Doctor Pat Yang joined this role in 14 Mar 2016;30468;Yes;486187;
ANDEAVOR (Tesoro Corp prior to 08/2017) (De-listed 10/2018);TSO;01/12/2017;Audit;Doctor Pat Yang;Member;;Independent Director;Yes;Doctor Pat Yang joined this role in 14 Mar 2016;30468;Yes;486187;
ANDEAVOR (Tesoro Corp prior to 08/2017) (De-listed 10/2018);ANDV;01/12/2017;Audit;Paul Foster;Financial Expert;;Independent Director;Yes;Paul Foster joined this role in 01 Jun 2017;30468;Yes;512941;
ANDEAVOR (Tesoro Corp prior to 08/2017) (De-listed 10/2018);TSO;01/12/2017;Audit;Paul Foster;Financial Expert;;Independent Director;Yes;Paul Foster joined this role in 01 Jun 2017;30468;Yes;512941;
ANDEAVOR (Tesoro Corp prior to 08/2017) (De-listed 10/2018);ANDV;01/12/2017;Audit;Mary McCarthy;Chairman / Financial Expert;;Independent Director;Yes;Mary McCarthy joined this role in 03 May 2016;30468;Yes;1286525;
ANDEAVOR (Tesoro Corp prior to 08/2017) (De-listed 10/2018);TSO;01/12/2017;Audit;Mary McCarthy;Chairman / Financial Expert;;Independent Director;Yes;Mary McCarthy joined this role in 03 May 2016;30468;Yes;1286525;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Ralph Babb Jr;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Ralph Babb Jr departed in 20 Apr 2017;30509;Yes;51396;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Ralph Babb Jr;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Ralph Babb Jr departed in 20 Apr 2017;30509;Yes;51396;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Ralph Babb Jr;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Ralph Babb Jr departed in 20 Apr 2017;30509;Yes;51396;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Ralph Babb Jr;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Ralph Babb Jr departed in 20 Apr 2017;30509;Yes;51396;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Ralph Babb Jr;Chairman / Financial Expert;Vice Chairman/CFO(4);Independent Director;Yes;Ralph Babb Jr departed in 20 Apr 2017;30509;Yes;51396;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Ralph Babb Jr;Chairman / Financial Expert;Vice Chairman/CFO(4);Independent Director;Yes;Ralph Babb Jr departed in 20 Apr 2017;30509;Yes;51396;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Janet Clark;Member;CFO(1);Independent Director;Yes;Janet Clark joined this role in 15 Jul 2015;30509;Yes;183693;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Janet Clark;Member;CFO(1);Independent Director;Yes;Janet Clark joined this role in 15 Jul 2015;30509;Yes;183693;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Janet Clark;Member;Executive VP/CFO(1);Independent Director;Yes;Janet Clark joined this role in 15 Jul 2015;30509;Yes;183693;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Janet Clark;Member;Executive VP/CFO(1);Independent Director;Yes;Janet Clark joined this role in 15 Jul 2015;30509;Yes;183693;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Mark Blinn;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Mark Blinn joined this role in 21 Apr 2017;30509;Yes;452539;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Mark Blinn;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Mark Blinn joined this role in 21 Apr 2017;30509;Yes;452539;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Mark Blinn;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Mark Blinn joined this role in 21 Apr 2017;30509;Yes;452539;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Mark Blinn;Chairman / Financial Expert;VP/CFO(1);Independent Director;Yes;Mark Blinn joined this role in 21 Apr 2017;30509;Yes;452539;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Todd Bluedorn;Member;;Independent Director;Yes;Todd Bluedorn joined this role in 01 Mar 2017;30509;Yes;532630;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Todd Bluedorn;Member;;Independent Director;Yes;Todd Bluedorn joined this role in 01 Mar 2017;30509;Yes;532630;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Jean Hobby;Member;CFO(1);Independent Director;Yes;Jean Hobby joined this role in 20 Jul 2016;30509;Yes;1588561;
TEXAS INSTRUMENTS INC;TXN;01/12/2017;Audit;Jean Hobby;Member;CFO(1);Independent Director;Yes;Jean Hobby joined this role in 20 Jul 2016;30509;Yes;1588561;
TEXTRON INC;TXT;01/12/2017;Audit;Ronald Clark;Chairman / Financial Expert;;Independent Director;Yes;Ronald Clark joined this role in 22 Apr 2015;30529;Yes;32169;
TEXTRON INC;TXT;01/12/2017;Audit;Dain Hancock;Member;;Independent Director;Yes;Dain Hancock departed in 26 Apr 2017;30529;Yes;34814;
TEXTRON INC;TXT;01/12/2017;Audit;Jim Ziemer;Financial Expert;VP/CFO(2);Independent Director;Yes;Jim Ziemer joined this role in 22 Apr 2015;30529;Yes;35587;
TEXTRON INC;TXT;01/12/2017;Audit;Ike Evans;Financial Expert;;Independent Director;Yes;Ike Evans joined this role in 24 Apr 2013;30529;Yes;40326;
TEXTRON INC;TXT;01/12/2017;Audit;Paul Gagné;Financial Expert;;Independent Director;Yes;Paul Gagné joined this role in 28 Apr 2010;30529;Yes;58696;
TEXTRON INC;TXT;01/12/2017;Audit;Ralph Heath;Financial Expert;;Independent Director;Yes;Ralph Heath joined this role in 01 Jan 2017;30529;Yes;326631;
TEXTRON INC;TXT;01/12/2017;Audit;Debbie James;Member;;Independent Director;Yes;Debbie James joined this role in 01 Jul 2017;30529;Yes;980007;
TEXTRON INC;TXT;01/12/2017;Audit;General Jim Conway;Member;;Independent Director;Yes;General Jim Conway joined this role in 27 Apr 2011;30529;Yes;1112335;
THERMO FISHER SCIENTIFIC INC (Thermo Electron Corp prior to 11/2006);TMO;01/12/2017;Audit;Tom Lynch;Member;;Independent Director;Yes;Tom Lynch joined this role in 20 May 2015;30616;Yes;35288;
THERMO FISHER SCIENTIFIC INC (Thermo Electron Corp prior to 11/2006);TMO;01/12/2017;Audit;Nelson Chai;Financial Expert;CFO(3);Independent Director;Yes;Nelson Chai joined this role in 10 Dec 2010;30616;Yes;320820;
THERMO FISHER SCIENTIFIC INC (Thermo Electron Corp prior to 11/2006);TMO;01/12/2017;Audit;Nelson Chai;Financial Expert;Executive VP/CFO(4);Independent Director;Yes;Nelson Chai joined this role in 10 Dec 2010;30616;Yes;320820;
THERMO FISHER SCIENTIFIC INC (Thermo Electron Corp prior to 11/2006);TMO;01/12/2017;Audit;Bill Parrett;Chairman / Financial Expert;;Independent Director;Yes;Bill Parrett joined this role in 26 Feb 2009;30616;Yes;542716;
THERMO FISHER SCIENTIFIC INC (Thermo Electron Corp prior to 11/2006);TMO;01/12/2017;Audit;Dion Weisler;Financial Expert;;Independent Director;Yes;Dion Weisler joined this role in 01 Mar 2017;30616;Yes;1315443;
TOTAL SYSTEM SERVICES INC (TSYS) (De-listed 09/2019);TSS;01/12/2017;Audit;Professor Doctor Sid Harris;Member;;Independent Director;Outside;Professor Doctor Sid Harris joined this role in Jan 2000;30993;Yes;31295;
TOTAL SYSTEM SERVICES INC (TSYS) (De-listed 09/2019);TSS;01/12/2017;Audit;John Turner;Member;;Independent Director;Yes;John Turner joined this role in 2006;30993;Yes;203919;
TOTAL SYSTEM SERVICES INC (TSYS) (De-listed 09/2019);TSS;01/12/2017;Audit;Connie McDaniel;Chairman / Financial Expert;;Independent Director;Yes;Connie McDaniel joined this role in 28 Apr 2016;30993;Yes;532966;
UNION PACIFIC CORP;UNP;01/12/2017;Audit;José Villarreal;Member;;Independent Director;Yes;José Villarreal joined this role in 16 May 2013;31786;Yes;31693;
UNION PACIFIC CORP;UNP;01/12/2017;Audit;General Chuck Krulak;Member;;Independent Director;Yes;General Chuck Krulak departed in 2017;31786;Yes;34951;
UNION PACIFIC CORP;UNP;01/12/2017;Audit;Dave Dillon;Chairman / Financial Expert;;Independent Director;Yes;Dave Dillon joined this role in 12 May 2016;31786;Yes;35928;
UNION PACIFIC CORP;UNP;01/12/2017;Audit;Michael McConnell;Financial Expert;CFO(1);Independent Director;Yes;Michael McConnell joined this role in 12 May 2016;31786;Yes;183770;
UNION PACIFIC CORP;UNP;01/12/2017;Audit;The Hon. Andy Card Jr;Member;;Independent Director;Yes;The Hon. Andy Card Jr joined this role in 03 May 2007;31786;Yes;489581;
UNION PACIFIC CORP;UNP;01/12/2017;Audit;Jane Lute;Member;;Independent Director;Yes;Jane Lute joined this role in 28 Jul 2016;31786;Yes;1339367;
UNUM GROUP (UnumProvident Corp prior to 03/2007);UNM;01/12/2017;Audit;E Caulfield;Chairman / Financial Expert;;Independent Director;Yes;E Caulfield joined this role in 2014;31898;Yes;310135;
UNUM GROUP (UnumProvident Corp prior to 03/2007);UNM;01/12/2017;Audit;Theo Bunting Jr;Financial Expert;VP/CFO(7);Independent Director;Yes;Theo Bunting Jr joined this role in 01 Nov 2013;31898;Yes;533895;
UNUM GROUP (UnumProvident Corp prior to 03/2007);UNM;01/12/2017;Audit;Fran Shammo;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Fran Shammo joined this role in 27 Jul 2015;31898;Yes;553976;
UNUM GROUP (UnumProvident Corp prior to 03/2007);UNM;01/12/2017;Audit;Tim Keaney;Financial Expert;;Independent Director;Yes;Tim Keaney joined this role in 15 Aug 2012;31898;Yes;627152;
UNUM GROUP (UnumProvident Corp prior to 03/2007);UNM;01/12/2017;Audit;Joe Echevarria Jr;Financial Expert;;Independent Director;Yes;Joe Echevarria Jr departed in May 2017;31898;Yes;1258601;
US BANCORP;USB.PRH;01/12/2017;Audit;Roland Hernandez;Chairman / Financial Expert;;Independent Director;Yes;Roland Hernandez joined this role in 21 Apr 2015;31946;Yes;31673;
US BANCORP;USB.PRA;01/12/2017;Audit;Roland Hernandez;Chairman / Financial Expert;;Independent Director;Yes;Roland Hernandez joined this role in 21 Apr 2015;31946;Yes;31673;
US BANCORP;USB;01/12/2017;Audit;Roland Hernandez;Chairman / Financial Expert;;Independent Director;Yes;Roland Hernandez joined this role in 21 Apr 2015;31946;Yes;31673;
US BANCORP;USB.PRH;01/12/2017;Audit;Warner Baxter;Financial Expert;Executive VP/CFO(10);Independent Director;Yes;Warner Baxter joined this role in 07 Dec 2015;31946;Yes;51707;
US BANCORP;USB.PRA;01/12/2017;Audit;Warner Baxter;Financial Expert;Executive VP/CFO(10);Independent Director;Yes;Warner Baxter joined this role in 07 Dec 2015;31946;Yes;51707;
US BANCORP;USB;01/12/2017;Audit;Warner Baxter;Financial Expert;Executive VP/CFO(10);Independent Director;Yes;Warner Baxter joined this role in 07 Dec 2015;31946;Yes;51707;
US BANCORP;USB.PRH;01/12/2017;Audit;Karen Lynch;Financial Expert;;Independent Director;Yes;Karen Lynch joined this role in 19 Apr 2016;31946;Yes;486026;
US BANCORP;USB.PRA;01/12/2017;Audit;Karen Lynch;Financial Expert;;Independent Director;Yes;Karen Lynch joined this role in 19 Apr 2016;31946;Yes;486026;
US BANCORP;USB;01/12/2017;Audit;Karen Lynch;Financial Expert;;Independent Director;Yes;Karen Lynch joined this role in 19 Apr 2016;31946;Yes;486026;
US BANCORP;USB.PRH;01/12/2017;Audit;Scott Wine;Financial Expert;;Independent Director;Yes;Scott Wine joined this role in 14 Jul 2014;31946;Yes;538091;
US BANCORP;USB.PRA;01/12/2017;Audit;Scott Wine;Financial Expert;;Independent Director;Yes;Scott Wine joined this role in 14 Jul 2014;31946;Yes;538091;
US BANCORP;USB;01/12/2017;Audit;Scott Wine;Financial Expert;;Independent Director;Yes;Scott Wine joined this role in 14 Jul 2014;31946;Yes;538091;
UNITEDHEALTH GROUP INC;UNH;01/12/2017;Audit;Robert Darretta Jr;Financial Expert;CFO(1);Independent Director;Yes;Robert Darretta Jr departed in 05 Jun 2017;32107;Yes;31342;
UNITEDHEALTH GROUP INC;UNH;01/12/2017;Audit;Robert Darretta Jr;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Robert Darretta Jr departed in 05 Jun 2017;32107;Yes;31342;
UNITEDHEALTH GROUP INC;UNH;01/12/2017;Audit;Robert Darretta Jr;Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Robert Darretta Jr departed in 05 Jun 2017;32107;Yes;31342;
UNITEDHEALTH GROUP INC;UNH;01/12/2017;Audit;Michele Hooper;Financial Expert;;Independent Director;Yes;Michele Hooper joined this role in 04 Jun 2012;32107;Yes;34875;
UNITEDHEALTH GROUP INC;UNH;01/12/2017;Audit;Richard Burke Sr;Financial Expert;;Lead Independent Director;Yes;Richard Burke Sr joined this role in 06 Jun 2016;32107;Yes;34879;
UNITEDHEALTH GROUP INC;UNH;01/12/2017;Audit;Glenn Renwick;Chairman / Financial Expert;;Independent Director;Yes;Glenn Renwick joined this role in 04 Jun 2012;32107;Yes;39996;
UNITEDHEALTH GROUP INC;UNH;01/12/2017;Audit;Tim Flynn;Financial Expert;;Independent Director;Yes;Tim Flynn joined this role in 05 Jun 2017;32107;Yes;1195941;
UNITED PARCEL SERVICE (UPS) INC;UPS;01/12/2017;Audit;Rudy Markham;Financial Expert;CFO(3);Independent Director;Yes;Rudy Markham joined this role in 07 May 2015;32137;Yes;10151;
UNITED PARCEL SERVICE (UPS) INC;UPS;01/12/2017;Audit;Rudy Markham;Financial Expert;FD(2);Independent Director;Yes;Rudy Markham joined this role in 07 May 2015;32137;Yes;10151;
UNITED PARCEL SERVICE (UPS) INC;UPS;01/12/2017;Audit;Carol Tomé;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Carol Tomé joined this role in 17 Mar 2005;32137;Yes;33694;
UNITED PARCEL SERVICE (UPS) INC;UPS;01/12/2017;Audit;Doctor Candace Kendle;Financial Expert;;Independent Director;Yes;Doctor Candace Kendle joined this role in 07 May 2015;32137;Yes;35442;
UNITED PARCEL SERVICE (UPS) INC;UPS;01/12/2017;Audit;Mike Burns;Financial Expert;;Independent Director;Yes;Mike Burns joined this role in 07 May 2015;32137;Yes;183797;
VALERO ENERGY CORP;VLO;01/12/2017;Audit;Randy Weisenburger;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Randy Weisenburger joined this role in 01 May 2014;32237;Yes;35520;
VALERO ENERGY CORP;VLO;01/12/2017;Audit;H Eberhart;Financial Expert;;Independent Director;Yes;H Eberhart joined this role in 03 May 2017;32237;Yes;48021;
VALERO ENERGY CORP;VLO;01/12/2017;Audit;Doctor Susan Purcell;Member;;Independent Director;Outside;Doctor Susan Purcell joined this role in Jan 2000;32237;Yes;60286;
VALERO ENERGY CORP;VLO;01/12/2017;Audit;Steve Waters;Financial Expert;;Independent Director;Yes;Steve Waters joined this role in 03 May 2017;32237;Yes;330721;
VERISIGN INC;VRSN;01/12/2017;Audit;Doctor Tim Tomlinson;Chairman / Financial Expert;;Independent Director;Yes;Doctor Tim Tomlinson joined this role in 21 May 2015;32498;Yes;82147;
VERISIGN INC;VRSN;01/12/2017;Audit;Roger Moore;Financial Expert;;Independent Director;Yes;Roger Moore joined this role in 24 May 2012;32498;Yes;82172;
VERISIGN INC;VRSN;01/12/2017;Audit;Kathleen Cote;Financial Expert;;Independent Director;Yes;Kathleen Cote joined this role in 29 May 2008;32498;Yes;89222;
VERIZON COMMUNICATIONS INC;VZ;01/12/2017;Audit;Greg Wasson;Financial Expert;;Independent Director;Yes;Greg Wasson joined this role in 05 Sep 2013;32507;Yes;34413;
VERIZON COMMUNICATIONS INC;VZ;01/12/2017;Audit;Clarence Otis Jr;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Clarence Otis Jr joined this role in 07 Jun 2007;32507;Yes;43691;
VERIZON COMMUNICATIONS INC;VZ;01/12/2017;Audit;Fran Keeth;Financial Expert;CFO(1);Lead Independent Director;Yes;Fran Keeth joined this role in 07 Jun 2007;32507;Yes;310110;
VERIZON COMMUNICATIONS INC;VZ;01/12/2017;Audit;Fran Keeth;Financial Expert;Executive VP/CFO(1);Lead Independent Director;Yes;Fran Keeth joined this role in 07 Jun 2007;32507;Yes;310110;
VERIZON COMMUNICATIONS INC;VZ;01/12/2017;Audit;Shellye Archambeau;Financial Expert;;Independent Director;Yes;Shellye Archambeau joined this role in 04 Sep 2014;32507;Yes;443068;
VERIZON COMMUNICATIONS INC;VZ;01/12/2017;Audit;Kathee Tesija;Member;;Independent Director;Yes;Kathee Tesija joined this role in 04 Jun 2015;32507;Yes;606911;
VERIZON COMMUNICATIONS INC;VZ;01/12/2017;Audit;Greg Weaver;Chairman / Financial Expert;;Independent Director;Yes;Greg Weaver joined this role in 09 Jan 2017;32507;Yes;1606512;
VF CORP;VFC;01/12/2017;Audit;William McMullen;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;William McMullen joined this role in 16 Feb 2016;32574;Yes;35937;
VF CORP;VFC;01/12/2017;Audit;William McMullen;Financial Expert;Group VP/CFO(1);Independent Director;Yes;William McMullen joined this role in 16 Feb 2016;32574;Yes;35937;
VF CORP;VFC;01/12/2017;Audit;Clarence Otis Jr;Chairman / Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Clarence Otis Jr joined this role in 25 Apr 2017;32574;Yes;43691;
VF CORP;VFC;01/12/2017;Audit;Juan de Bedout;Chairman;;Independent Director;Yes;Juan de Bedout departed in 25 Apr 2017;32574;Yes;61822;
VF CORP;VFC;01/12/2017;Audit;Rick Carucci;Financial Expert;CFO(2);Independent Director;Yes;Rick Carucci joined this role in 21 Jul 2009;32574;Yes;332731;
VF CORP;VFC;01/12/2017;Audit;Carol Roberts;Financial Expert;;Independent Director;Yes;Carol Roberts joined this role in 14 Feb 2017;32574;Yes;535580;
VF CORP;VFC;01/12/2017;Audit;Benno Dorer;Financial Expert;;Independent Director;Yes;Benno Dorer joined this role in 14 Feb 2017;32574;Yes;750963;
VF CORP;VFC;01/12/2017;Audit;Mark Hoplamazian;Financial Expert;;Independent Director;Yes;Mark Hoplamazian departed in 25 Apr 2017;32574;Yes;1055065;
VORNADO REALTY TRUST;VNO;01/12/2017;Audit;Professor Doctor Richard West;Chairman / Financial Expert;;Independent Trustee;Yes;Professor Doctor Richard West joined this role in Jan 2003;32928;Yes;142093;
VORNADO REALTY TRUST;VNO;01/12/2017;Audit;Robert Kogod;Member;;Independent Trustee;Yes;Robert Kogod departed in 18 May 2017;32928;Yes;142094;
VORNADO REALTY TRUST;VNO;01/12/2017;Audit;Dan Tisch;Financial Expert;;Independent Trustee;Yes;Dan Tisch joined this role in 27 Jul 2012;32928;Yes;271795;
VORNADO REALTY TRUST;VNO;01/12/2017;Audit;Mandy Puri;Financial Expert;;Independent Trustee;Yes;Mandy Puri joined this role in 18 May 2017;32928;Yes;602002;
VULCAN MATERIALS CO;VMC;01/12/2017;Audit;Doug McGregor;Member;;Independent Director;Yes;Doug McGregor departed in 12 May 2017;32979;Yes;44851;
VULCAN MATERIALS CO;VMC;01/12/2017;Audit;Vincent Trosino;Member;;Independent Director;Outside;Vincent Trosino departed in 12 May 2017;32979;Yes;105061;
VULCAN MATERIALS CO;VMC;01/12/2017;Audit;Dick O'Brien;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Dick O'Brien joined this role in 01 Jun 2012;32979;Yes;201540;
VULCAN MATERIALS CO;VMC;01/12/2017;Audit;Tom Fanning;Member;Executive VP/CFO(1);Independent Director;Yes;Tom Fanning joined this role in 13 Feb 2015;32979;Yes;325858;
VULCAN MATERIALS CO;VMC;01/12/2017;Audit;Kathleen Quirk;Financial Expert;;Independent Director;Yes;Kathleen Quirk joined this role in 16 Oct 2017;32979;Yes;341904;
VULCAN MATERIALS CO;VMC;01/12/2017;Audit;Cynthia Hostetler;Member;;Independent Director;Yes;Cynthia Hostetler joined this role in 11 Jul 2014;32979;Yes;1255651;
WASTE MANAGEMENT INC;WM;01/12/2017;Audit;Tom Weidemeyer;Member;;Independent Director;Yes;Tom Weidemeyer joined this role in 13 May 2011;33114;Yes;33374;
WASTE MANAGEMENT INC;WM;01/12/2017;Audit;Frank Clark Jr;Financial Expert;;Independent Director;Yes;Frank Clark Jr joined this role in 27 May 2014;33114;Yes;36335;
WASTE MANAGEMENT INC;WM;01/12/2017;Audit;Bob Reum;Financial Expert;VP/CFO(2);Independent Chairman;Yes;Bob Reum died on 04 Feb 2017;33114;Yes;43081;
WASTE MANAGEMENT INC;WM;01/12/2017;Audit;Brad Anderson;Financial Expert;;Independent Chairman;Yes;Brad Anderson joined this role in 27 Feb 2017;33114;Yes;45616;
WASTE MANAGEMENT INC;WM;01/12/2017;Audit;Pat Gross;Chairman / Financial Expert;;Independent Director;Yes;Pat Gross joined this role in 11 May 2010;33114;Yes;49286;
WASTE MANAGEMENT INC;WM;01/12/2017;Audit;Vicki Holt;Financial Expert;;Independent Director;Yes;Vicki Holt joined this role in 27 May 2014;33114;Yes;371806;
WASTE MANAGEMENT INC;WM;01/12/2017;Audit;Doctor Andrés Gluski Weilert;Financial Expert;;Independent Director;Yes;Doctor Andrés Gluski Weilert joined this role in 23 Feb 2015;33114;Yes;452889;
WATERS CORP;WAT;01/12/2017;Audit;Ed Conard;Financial Expert;;Independent Director;Yes;Ed Conard departed in 09 May 2017;33136;Yes;30845;
WATERS CORP;WAT;01/12/2017;Audit;Doctor Michael Berendt;Financial Expert;;Independent Director;Yes;Doctor Michael Berendt joined this role in 09 May 2017;33136;Yes;69212;
WATERS CORP;WAT;01/12/2017;Audit;Bill Miller;Financial Expert;;Independent Director;Yes;Bill Miller died on 09 May 2017;33136;Yes;69537;
WATERS CORP;WAT;01/12/2017;Audit;Thomas Salice;Financial Expert;;Lead Independent Director;Yes;Thomas Salice departed in 09 May 2017;33136;Yes;69647;
WATERS CORP;WAT;01/12/2017;Audit;Chris Kuebler;Financial Expert;;Independent Director;Yes;Chris Kuebler joined this role in 09 May 2017;33136;Yes;106352;
WATERS CORP;WAT;01/12/2017;Audit;Joann Reed;Chairman / Financial Expert;;Independent Director;Yes;Joann Reed joined this role in 11 May 2016;33136;Yes;272653;
WEYERHAEUSER CO;WY;01/12/2017;Audit;The Hon. Marc Racicot;Member;;Independent Director;Yes;The Hon. Marc Racicot joined this role in 19 Feb 2016;33418;Yes;35824;
WEYERHAEUSER CO;WY;01/12/2017;Audit;Mike Steuert;Financial Expert;VP/CFO(1);Independent Director;Yes;Mike Steuert joined this role in 19 May 2017;33418;Yes;204355;
WEYERHAEUSER CO;WY;01/12/2017;Audit;Sara Lewis;Chairman;CFO(1);Independent Director;Yes;Sara Lewis joined this role in 19 May 2017;33418;Yes;339080;
WEYERHAEUSER CO;WY;01/12/2017;Audit;Sara Lewis;Chairman;Executive VP/CFO(1);Independent Director;Yes;Sara Lewis joined this role in 19 May 2017;33418;Yes;339080;
WEYERHAEUSER CO;WY;01/12/2017;Audit;Kim Williams;Member;;Independent Director;Yes;Kim Williams joined this role in 14 Dec 2006;33418;Yes;499564;
WEYERHAEUSER CO;WY;01/12/2017;Audit;John Morgan Sr;Member;;Independent Director;Yes;John Morgan Sr joined this role in 19 Feb 2016;33418;Yes;505861;
WHIRLPOOL CORP;WHR;01/12/2017;Audit;Mike Johnston;Member;;Independent Director;Yes;Mike Johnston joined this role in 20 Apr 2010;33437;Yes;52761;
WHIRLPOOL CORP;WHR;01/12/2017;Audit;Gary DiCamillo;Member;;Independent Director;Yes;Gary DiCamillo joined this role in 18 Apr 2017;33437;Yes;62737;
WHIRLPOOL CORP;WHR;01/12/2017;Audit;Mike White;Chairman / Financial Expert;CFO(1);Independent Director;Yes;Mike White joined this role in 18 Apr 2017;33437;Yes;204713;
WHIRLPOOL CORP;WHR;01/12/2017;Audit;Mike White;Chairman / Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Mike White joined this role in 18 Apr 2017;33437;Yes;204713;
WHIRLPOOL CORP;WHR;01/12/2017;Audit;Jim Loree;Member;Executive VP/CFO(1);Independent Director;Yes;Jim Loree joined this role in 18 Dec 2017;33437;Yes;204774;
WHIRLPOOL CORP;WHR;01/12/2017;Audit;Jim Loree;Member;VP/CFO(1);Independent Director;Yes;Jim Loree joined this role in 18 Dec 2017;33437;Yes;204774;
WHIRLPOOL CORP;WHR;01/12/2017;Audit;John Liu;Member;CFO(2);Independent Director;Yes;John Liu joined this role in 16 Jun 2010;33437;Yes;342493;
WHIRLPOOL CORP;WHR;01/12/2017;Audit;John Liu;Member;MD/CFO(2);Independent Director;Yes;John Liu joined this role in 16 Jun 2010;33437;Yes;342493;
WHIRLPOOL CORP;WHR;01/12/2017;Audit;Gerri Elliott;Member;;Independent Director;Yes;Gerri Elliott joined this role in 18 Feb 2014;33437;Yes;893552;
WILLIAMS COMPANIES INC;WMB;01/12/2017;Audit;Steve Chazen;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Steve Chazen joined this role in 23 Nov 2016;33512;Yes;36173;
WILLIAMS COMPANIES INC;WMB;01/12/2017;Audit;Steve Chazen;Financial Expert;Senior Executive VP/CFO(1);Independent Director;Yes;Steve Chazen joined this role in 23 Nov 2016;33512;Yes;36173;
WILLIAMS COMPANIES INC;WMB;01/12/2017;Audit;Bill Spence;Financial Expert;;Independent Director;Yes;Bill Spence joined this role in 28 Aug 2016;33512;Yes;333782;
WILLIAMS COMPANIES INC;WMB;01/12/2017;Audit;Mike Creel;Financial Expert;Executive VP/CFO(7);Independent Director;Yes;Mike Creel joined this role in 18 May 2017;33512;Yes;375121;
WILLIAMS COMPANIES INC;WMB;01/12/2017;Audit;Mike Creel;Financial Expert;Vice Chairman/CFO(1);Independent Director;Yes;Mike Creel joined this role in 18 May 2017;33512;Yes;375121;
WILLIAMS COMPANIES INC;WMB;01/12/2017;Audit;Peter Ragauss;Chairman / Financial Expert;;Independent Director;Yes;Peter Ragauss joined this role in 22 Feb 2017;33512;Yes;485925;
WILLIAMS COMPANIES INC;WMB;01/12/2017;Audit;Doctor Kathleen Cooper;Financial Expert;;Independent Director;Yes;Doctor Kathleen Cooper joined this role in 22 Feb 2017;33512;Yes;500247;
XCEL ENERGY INC;XEL;01/12/2017;Audit;A Sampson;Member;;Independent Director;Yes;A Sampson joined this role in 20 May 2009;33830;Yes;57052;
XCEL ENERGY INC;XEL;01/12/2017;Audit;Dick O'Brien;Chair/Financial Expert;Executive VP/CFO(2);Independent Director;Yes;Dick O'Brien joined this role in 17 May 2017;33830;Yes;201540;
