BoardName;AnnualReportDate;CommitteeName;DirectorName;CommitteeRoleName;FunctionalExperience;BoardRole;BrdPosition;DirRoleStatus;BoardID;NED;DirectorID;Ticker
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Audit and Risk Management;Art Havener Jr;Chairman / Financial Expert;;Independent Director;Yes;Art Havener Jr joined this role in 30 May 2019;28713;Yes;1012767;LSI
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Nominating Governance and Corporate Responsibility;Art Havener Jr;Member;;Independent Director;Yes;Art Havener Jr joined this role in 30 May 2019;28713;Yes;1012767;SSS
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Nominating Governance and Corporate Responsibility;Art Havener Jr;Member;;Independent Director;Yes;Art Havener Jr joined this role in 30 May 2019;28713;Yes;1012767;LSI
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Nominating Governance and Corporate Responsibility;Carol Hansell;Chairwoman;;Independent Director;Yes;Carol Hansell departed in 26 Nov 2019;28713;Yes;1121722;SSS
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Nominating Governance and Corporate Responsibility;Carol Hansell;Chairwoman;;Independent Director;Yes;Carol Hansell departed in 26 Nov 2019;28713;Yes;1121722;LSI
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Nominating and Governance;Carol Hansell;Chairwoman;;Independent Director;Yes;Carol Hansell departed in 30 May 2019;28713;Yes;1121722;SSS
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Nominating and Governance;Carol Hansell;Chairwoman;;Independent Director;Yes;Carol Hansell departed in 30 May 2019;28713;Yes;1121722;LSI
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Compensation;Carol Hansell;Member;;Independent Director;Yes;Carol Hansell departed in 26 Nov 2019;28713;Yes;1121722;SSS
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Compensation;Carol Hansell;Member;;Independent Director;Yes;Carol Hansell departed in 26 Nov 2019;28713;Yes;1121722;LSI
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Audit;Steven Rusmisel;Member;;Independent Director;Yes;Steven Rusmisel departed in 30 May 2019;28713;Yes;1199230;SSS
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Audit;Steven Rusmisel;Member;;Independent Director;Yes;Steven Rusmisel departed in 30 May 2019;28713;Yes;1199230;LSI
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Compensation and Human Capital;Steven Rusmisel;Chairman;;Independent Director;Yes;Steven Rusmisel joined this role in 30 May 2019;28713;Yes;1199230;SSS
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Compensation and Human Capital;Steven Rusmisel;Chairman;;Independent Director;Yes;Steven Rusmisel joined this role in 30 May 2019;28713;Yes;1199230;LSI
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Compensation;Steven Rusmisel;Chairman;;Independent Director;Yes;Steven Rusmisel departed in 30 May 2019;28713;Yes;1199230;SSS
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Compensation;Steven Rusmisel;Chairman;;Independent Director;Yes;Steven Rusmisel departed in 30 May 2019;28713;Yes;1199230;LSI
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Audit and Risk Management;Steven Rusmisel;Member;;Independent Director;Yes;Steven Rusmisel joined this role in 30 May 2019;28713;Yes;1199230;SSS
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Audit and Risk Management;Steven Rusmisel;Member;;Independent Director;Yes;Steven Rusmisel joined this role in 30 May 2019;28713;Yes;1199230;LSI
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Compensation and Human Capital;Mark Barberio;Member;;Independent Chairman;Yes;Mark Barberio joined this role in 30 May 2019;28713;Yes;1515237;SSS
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Compensation and Human Capital;Mark Barberio;Member;;Independent Chairman;Yes;Mark Barberio joined this role in 30 May 2019;28713;Yes;1515237;LSI
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Nominating and Governance;Mark Barberio;Member;Independent Chairman(3);Independent Chairman;Yes;Mark Barberio departed in 30 May 2019;28713;Yes;1515237;SSS
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Nominating and Governance;Mark Barberio;Member;Independent Chairman(3);Independent Chairman;Yes;Mark Barberio departed in 30 May 2019;28713;Yes;1515237;LSI
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Compensation;Mark Barberio;Member;;Independent Chairman;Yes;Mark Barberio departed in 30 May 2019;28713;Yes;1515237;SSS
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Compensation;Mark Barberio;Member;;Independent Chairman;Yes;Mark Barberio departed in 30 May 2019;28713;Yes;1515237;LSI
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Nominating Governance and Corporate Responsibility;Mark Barberio;Member;Independent Chairman(3);Independent Chairman;Yes;Mark Barberio joined this role in 30 May 2019;28713;Yes;1515237;SSS
LIFE STORAGE INC (Sovran Self Storage Inc prior to 08/2016) (De-listed 07/2023);01/12/2019;Nominating Governance and Corporate Responsibility;Mark Barberio;Member;Independent Chairman(3);Independent Chairman;Yes;Mark Barberio joined this role in 30 May 2019;28713;Yes;1515237;LSI
STANLEY BLACK & DECKER INC;01/12/2019;Audit;Pat Campbell;Chairman / Financial Expert;;Independent Director;Yes;Pat Campbell joined this role in 19 Apr 2018;29065;Yes;33902;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Executive;Pat Campbell;Member;;Independent Director;Yes;Pat Campbell joined this role in 17 Apr 2012;29065;Yes;33902;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Compensation and Talent Development;Pat Campbell;Member;;Independent Director;Yes;Pat Campbell joined this role in 19 Apr 2018;29065;Yes;33902;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Audit;Sir George Buckley;Member;;Independent Chairman;Yes;Sir George Buckley joined this role in 15 Jul 2010;29065;Yes;34358;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Executive;Sir George Buckley;Chairman;;Independent Chairman;Yes;Sir George Buckley joined this role in 31 Dec 2016;29065;Yes;34358;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Compensation and Talent Development;Sir George Buckley;Member;;Independent Chairman;Yes;Sir George Buckley joined this role in 20 Oct 2017;29065;Yes;34358;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Corporate Governance;Bob Coutts;Member;;Independent Director;Yes;Bob Coutts joined this role in 20 Apr 2017;29065;Yes;34804;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Compensation and Talent Development;Bob Coutts;Member;;Independent Director;Yes;Bob Coutts joined this role in 20 Oct 2017;29065;Yes;34804;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Executive;Jim Loree;Member;;President/CEO;Yes;Jim Loree joined this role in 20 Apr 2017;29065;No;204774;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Executive;Carlos Cardoso;Member;;Independent Director;Yes;Carlos Cardoso joined this role in 20 Apr 2017;29065;Yes;325536;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Finance and Pension;Carlos Cardoso;Member;;Independent Director;Yes;Carlos Cardoso joined this role in 20 Apr 2017;29065;Yes;325536;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Corporate Governance;Carlos Cardoso;Chairman;;Independent Director;Yes;Carlos Cardoso joined this role in 20 Apr 2017;29065;Yes;325536;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Executive;Andrea Ayers;Member;;Independent Director;Yes;Andrea Ayers joined this role in 17 Apr 2019;29065;Yes;605577;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Finance and Pension;Andrea Ayers;Member;;Independent Director;Yes;Andrea Ayers joined this role in 17 Feb 2015;29065;Yes;605577;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Compensation and Talent Development;Andrea Ayers;Chairman;;Independent Director;Yes;Andrea Ayers joined this role in 19 Apr 2018;29065;Yes;605577;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Audit;Dmitri Stockton;Financial Expert;;Independent Director;Yes;Dmitri Stockton joined this role in 17 Jul 2018;29065;Yes;778046;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Corporate Governance;Dmitri Stockton;Member;;Independent Director;Yes;Dmitri Stockton joined this role in 17 Jul 2018;29065;Yes;778046;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Finance and Pension;Debra Crew;Member;;Independent Director;Yes;Debra Crew joined this role in 05 Dec 2013;29065;Yes;1260172;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Corporate Governance;Debra Crew;Member;;Independent Director;Yes;Debra Crew joined this role in 05 Dec 2013;29065;Yes;1260172;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Audit;Mike Hankin;Financial Expert;;Independent Director;Yes;Mike Hankin joined this role in 20 Apr 2016;29065;Yes;1309846;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Executive;Mike Hankin;Member;;Independent Director;Yes;Mike Hankin joined this role in 17 Apr 2019;29065;Yes;1309846;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Finance and Pension;Mike Hankin;Chairman;;Independent Director;Yes;Mike Hankin joined this role in 19 Apr 2018;29065;Yes;1309846;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Audit;Jim Scholefield;Member;;Independent Director;Yes;Jim Scholefield joined this role in 07 Dec 2017;29065;Yes;1541298;SWK
STANLEY BLACK & DECKER INC;01/12/2019;Corporate Governance;Jim Scholefield;Member;;Independent Director;Yes;Jim Scholefield joined this role in 07 Dec 2017;29065;Yes;1541298;SWK
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Mike Ullman III;Member;CEO(1);Independent Chair;Yes;Mike Ullman III joined this role in 21 Mar 2018;29093;Yes;7181;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Mike Ullman III;Member;Chairman (Executive)(1);Independent Chair;Yes;Mike Ullman III joined this role in 21 Mar 2018;29093;Yes;7181;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Mike Ullman III;Member;Chairman(3);Independent Chair;Yes;Mike Ullman III joined this role in 21 Mar 2018;29093;Yes;7181;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Mike Ullman III;Member;Chairman/CEO(2);Independent Chair;Yes;Mike Ullman III joined this role in 21 Mar 2018;29093;Yes;7181;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Mike Ullman III;Member;Chairman/President/CEO(1);Independent Chair;Yes;Mike Ullman III joined this role in 21 Mar 2018;29093;Yes;7181;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Mike Ullman III;Member;Co-Chairman(1);Independent Chair;Yes;Mike Ullman III joined this role in 21 Mar 2018;29093;Yes;7181;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Mike Ullman III;Member;Co-Chairman/CEO(1);Independent Chair;Yes;Mike Ullman III joined this role in 21 Mar 2018;29093;Yes;7181;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Mike Ullman III;Member;President/CEO(1);Independent Chair;Yes;Mike Ullman III joined this role in 21 Mar 2018;29093;Yes;7181;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Mike Ullman III;Member;Vice Chairman(1);Independent Chair;Yes;Mike Ullman III joined this role in 21 Mar 2018;29093;Yes;7181;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Mike Ullman III;Member;Vice Chairman/COO(1);Independent Chair;Yes;Mike Ullman III joined this role in 21 Mar 2018;29093;Yes;7181;SBUX
STARBUCKS CORP;01/09/2019;Audit and Compliance;Javier Teruel Herroz;Financial Expert;;Independent Director;Yes;Javier Teruel Herroz joined this role in 19 Mar 2014;29093;Yes;34519;SBUX
STARBUCKS CORP;01/09/2019;Compensation and Management Development;Javier Teruel Herroz;Member;;Independent Director;Yes;Javier Teruel Herroz joined this role in Sep 2009;29093;Yes;34519;SBUX
STARBUCKS CORP;01/09/2019;Audit and Compliance;Mellody Hobson;Chairman / Financial Expert;;Independent Vice Chair;Yes;Mellody Hobson joined this role in 19 Mar 2014;29093;Yes;81222;SBUX
STARBUCKS CORP;01/09/2019;Compensation and Management Development;Mary Dillon;Chairman;;Independent Director;Yes;Mary Dillon joined this role in 21 Mar 2018;29093;Yes;487099;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Mary Dillon;Member;CEO(1);Independent Director;Yes;Mary Dillon joined this role in 22 Mar 2017;29093;Yes;487099;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Mary Dillon;Member;President/CEO(1);Independent Director;Yes;Mary Dillon joined this role in 22 Mar 2017;29093;Yes;487099;SBUX
STARBUCKS CORP;01/09/2019;Compensation and Management Development;Satya Nadella;Member;;Independent Director;Yes;Satya Nadella joined this role in 22 Mar 2017;29093;Yes;499383;SBUX
STARBUCKS CORP;01/09/2019;Audit and Compliance;Jorgen Knudstorp;Member;;Independent Director;Yes;Jorgen Knudstorp joined this role in 22 Mar 2017;29093;Yes;604737;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Jorgen Knudstorp;Chairman;Chairman (Executive)(2);Independent Director;Yes;Jorgen Knudstorp joined this role in 01 Jun 2018;29093;Yes;604737;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Jorgen Knudstorp;Chairman;President/CEO(2);Independent Director;Yes;Jorgen Knudstorp joined this role in 01 Jun 2018;29093;Yes;604737;SBUX
STARBUCKS CORP;01/09/2019;Compensation and Management Development;Ritch Allison Jr;Member;;Independent Director;Yes;Ritch Allison Jr joined this role in 11 Sep 2019;29093;Yes;1110512;SBUX
STARBUCKS CORP;01/09/2019;Audit and Compliance;Joshua Ramo;Member;;Independent Director;Yes;Joshua Ramo joined this role in 19 Mar 2014;29093;Yes;1115994;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Joshua Ramo;Member;Vice Chairman(1);Independent Director;Yes;Joshua Ramo joined this role in 03 May 2011;29093;Yes;1115994;SBUX
STARBUCKS CORP;01/09/2019;Compensation and Management Development;Clara Shih;Member;;Independent Director;Yes;Clara Shih joined this role in 20 Mar 2013;29093;Yes;1138803;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Clara Shih;Member;CEO(1);Independent Director;Yes;Clara Shih joined this role in 14 Dec 2011;29093;Yes;1138803;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Clara Shih;Member;Division CEO(1);Independent Director;Yes;Clara Shih joined this role in 14 Dec 2011;29093;Yes;1138803;SBUX
STARBUCKS CORP;01/09/2019;Audit and Compliance;Andy Campion;Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Andy Campion joined this role in 11 Sep 2019;29093;Yes;1519836;SBUX
STARBUCKS CORP;01/09/2019;Nominating and Corporate Governance;Isabel Ge Mahe;Member;;Independent Director;Yes;Isabel Ge Mahe joined this role in 11 Sep 2019;29093;Yes;1915367;SBUX
STATE STREET CORP;01/12/2019;Executive;Rick Sergel;Member;;Independent Director;Yes;Rick Sergel joined this role in May 2009;29131;Yes;12318;STT
STATE STREET CORP;01/12/2019;Technology;Rick Sergel;Member;;Independent Director;Yes;Rick Sergel departed in 2019;29131;Yes;12318;STT
STATE STREET CORP;01/12/2019;Human Resources;Rick Sergel;Chairman;;Independent Director;Yes;Rick Sergel joined this role in 2019;29131;Yes;12318;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Rick Sergel;Member;CEO(1);Independent Director;Yes;Rick Sergel joined this role in 15 May 2019;29131;Yes;12318;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Rick Sergel;Member;Chairman(2);Independent Director;Yes;Rick Sergel joined this role in 15 May 2019;29131;Yes;12318;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Rick Sergel;Member;President/CEO(5);Independent Director;Yes;Rick Sergel joined this role in 15 May 2019;29131;Yes;12318;STT
STATE STREET CORP;01/12/2019;Executive Compensation;Rick Sergel;Chairman;;Independent Director;Yes;Rick Sergel departed in 2019;29131;Yes;12318;STT
STATE STREET CORP;01/12/2019;Operations and Technology;Rick Sergel;Member;;Independent Director;Yes;Rick Sergel departed in 15 May 2019;29131;Yes;12318;STT
STATE STREET CORP;01/12/2019;Audit and Examining;Rick Sergel;Financial Expert;;Independent Director;Yes;Rick Sergel joined this role in 19 May 2010;29131;Yes;12318;STT
STATE STREET CORP;01/12/2019;Executive;Ron O'Hanley III;Chairman;;President/CEO;Yes;Ron O'Hanley III joined this role in 15 May 2019;29131;No;36748;STT
STATE STREET CORP;01/12/2019;Operations and Technology;Ron O'Hanley III;Member;;President/CEO;Yes;Ron O'Hanley III joined this role in 15 May 2019;29131;No;36748;STT
STATE STREET CORP;01/12/2019;Executive;Greg Summe;Member;;Independent Director;Yes;Greg Summe joined this role in May 2009;29131;Yes;46761;STT
STATE STREET CORP;01/12/2019;Human Resources;Greg Summe;Member;;Independent Director;Yes;Greg Summe joined this role in 2019;29131;Yes;46761;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Greg Summe;Chairman;Chairman (Executive)(1);Independent Director;Yes;Greg Summe joined this role in 30 Apr 2008;29131;Yes;46761;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Greg Summe;Chairman;Chairman (Non-Executive)(1);Independent Director;Yes;Greg Summe joined this role in 30 Apr 2008;29131;Yes;46761;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Greg Summe;Chairman;Chairman/CEO(1);Independent Director;Yes;Greg Summe joined this role in 30 Apr 2008;29131;Yes;46761;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Greg Summe;Chairman;Chairman/President/CEO(1);Independent Director;Yes;Greg Summe joined this role in 30 Apr 2008;29131;Yes;46761;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Greg Summe;Chairman;Independent Chairman(1);Independent Director;Yes;Greg Summe joined this role in 30 Apr 2008;29131;Yes;46761;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Greg Summe;Chairman;President/CEO(1);Independent Director;Yes;Greg Summe joined this role in 30 Apr 2008;29131;Yes;46761;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Greg Summe;Chairman;Vice Chairman/MD(1);Independent Director;Yes;Greg Summe joined this role in 30 Apr 2008;29131;Yes;46761;STT
STATE STREET CORP;01/12/2019;Executive Compensation;Greg Summe;Member;;Independent Director;Yes;Greg Summe departed in 2019;29131;Yes;46761;STT
STATE STREET CORP;01/12/2019;Executive;Ken Burnes;Member;;Independent Director;Yes;Ken Burnes joined this role in 19 May 2010;29131;Yes;91852;STT
STATE STREET CORP;01/12/2019;Human Resources;Ken Burnes;Member;;Independent Director;Yes;Ken Burnes joined this role in 2019;29131;Yes;91852;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Ken Burnes;Member;Chairman(2);Independent Director;Yes;Ken Burnes joined this role in 15 May 2019;29131;Yes;91852;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Ken Burnes;Member;Chairman/President/CEO(1);Independent Director;Yes;Ken Burnes joined this role in 15 May 2019;29131;Yes;91852;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Ken Burnes;Member;President/CEO(1);Independent Director;Yes;Ken Burnes joined this role in 15 May 2019;29131;Yes;91852;STT
STATE STREET CORP;01/12/2019;Operations and Technology;Ken Burnes;Member;;Independent Director;Yes;Ken Burnes joined this role in 15 May 2019;29131;Yes;91852;STT
STATE STREET CORP;01/12/2019;Risk;Siloo Mathew;Member;;Independent Director;Yes;Siloo Mathew joined this role in 16 May 2018;29131;Yes;205635;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Siloo Mathew;Member;Chairman/President/CEO(1);Independent Director;Yes;Siloo Mathew joined this role in 16 May 2018;29131;Yes;205635;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Siloo Mathew;Member;President/CEO(1);Independent Director;Yes;Siloo Mathew joined this role in 16 May 2018;29131;Yes;205635;STT
STATE STREET CORP;01/12/2019;Executive;Jay Hooley III;Chairman;;Chairman;Yes;Jay Hooley III departed in 15 May 2019;29131;Yes;485294;STT
STATE STREET CORP;01/12/2019;Risk;Jay Hooley III;Member;;Chairman;Yes;Jay Hooley III departed in 31 Dec 2019;29131;Yes;485294;STT
STATE STREET CORP;01/12/2019;Executive;Dame Amelia Fawcett;Member;;Lead Independent Director;Yes;Dame Amelia Fawcett joined this role in 15 May 2019;29131;Yes;511867;STT
STATE STREET CORP;01/12/2019;Risk;Dame Amelia Fawcett;Member;;Lead Independent Director;Yes;Dame Amelia Fawcett departed in 15 May 2019;29131;Yes;511867;STT
STATE STREET CORP;01/12/2019;Technology;Dame Amelia Fawcett;Member;;Lead Independent Director;Yes;Dame Amelia Fawcett departed in 2019;29131;Yes;511867;STT
STATE STREET CORP;01/12/2019;Human Resources;Dame Amelia Fawcett;Member;;Lead Independent Director;Yes;Dame Amelia Fawcett joined this role in 2019;29131;Yes;511867;STT
STATE STREET CORP;01/12/2019;Executive Compensation;Dame Amelia Fawcett;Member;;Lead Independent Director;Yes;Dame Amelia Fawcett departed in 15 May 2019;29131;Yes;511867;STT
STATE STREET CORP;01/12/2019;Operations and Technology;Dame Amelia Fawcett;Member;;Lead Independent Director;Yes;Dame Amelia Fawcett departed in 15 May 2019;29131;Yes;511867;STT
STATE STREET CORP;01/12/2019;Executive;Lynn Dugle;Member;;Independent Director;Yes;Lynn Dugle joined this role in 17 May 2017;29131;Yes;623348;STT
STATE STREET CORP;01/12/2019;Technology;Lynn Dugle;Chairman;;Independent Director;Yes;Lynn Dugle departed in 2019;29131;Yes;623348;STT
STATE STREET CORP;01/12/2019;Operations and Technology;Lynn Dugle;Chairman;;Independent Director;Yes;Lynn Dugle joined this role in 2018;29131;Yes;623348;STT
STATE STREET CORP;01/12/2019;Audit and Examining;Lynn Dugle;Financial Expert;;Independent Director;Yes;Lynn Dugle joined this role in 18 May 2016;29131;Yes;623348;STT
STATE STREET CORP;01/12/2019;Executive;Patrick de Saint-Aignan;Member;;Independent Director;Yes;Patrick de Saint-Aignan joined this role in 16 May 2018;29131;Yes;646676;STT
STATE STREET CORP;01/12/2019;Risk;Patrick de Saint-Aignan;Chairman;;Independent Director;Yes;Patrick de Saint-Aignan joined this role in 16 May 2018;29131;Yes;646676;STT
STATE STREET CORP;01/12/2019;Audit and Examining;Patrick de Saint-Aignan;Financial Expert;;Independent Director;Yes;Patrick de Saint-Aignan joined this role in 16 May 2012;29131;Yes;646676;STT
STATE STREET CORP;01/12/2019;Operations and Technology;Marie Chandoha;Member;;Independent Director;Yes;Marie Chandoha joined this role in 15 May 2019;29131;Yes;1093999;STT
STATE STREET CORP;01/12/2019;Audit and Examining;Marie Chandoha;Financial Expert;;Independent Director;Yes;Marie Chandoha joined this role in 19 Sep 2019;29131;Yes;1093999;STT
STATE STREET CORP;01/12/2019;Risk;Sean O'Sullivan;Member;;Independent Director;Yes;Sean O'Sullivan joined this role in 17 May 2017;29131;Yes;1111563;STT
STATE STREET CORP;01/12/2019;Technology;Sean O'Sullivan;Member;;Independent Director;Yes;Sean O'Sullivan departed in 2019;29131;Yes;1111563;STT
STATE STREET CORP;01/12/2019;Operations and Technology;Sean O'Sullivan;Member;;Independent Director;Yes;Sean O'Sullivan joined this role in 2018;29131;Yes;1111563;STT
STATE STREET CORP;01/12/2019;Technology;Bill Meaney;Member;;Independent Director;Yes;Bill Meaney departed in 2019;29131;Yes;1188382;STT
STATE STREET CORP;01/12/2019;Human Resources;Bill Meaney;Member;;Independent Director;Yes;Bill Meaney joined this role in 2019;29131;Yes;1188382;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Bill Meaney;Member;Acting CEO(1);Independent Director;Yes;Bill Meaney departed in 15 May 2019;29131;Yes;1188382;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Bill Meaney;Member;CEO(2);Independent Director;Yes;Bill Meaney departed in 15 May 2019;29131;Yes;1188382;STT
STATE STREET CORP;01/12/2019;Nominating and Corporate Governance;Bill Meaney;Member;President/CEO(1);Independent Director;Yes;Bill Meaney departed in 15 May 2019;29131;Yes;1188382;STT
STATE STREET CORP;01/12/2019;Operations and Technology;Bill Meaney;Member;;Independent Director;Yes;Bill Meaney joined this role in 2018;29131;Yes;1188382;STT
STATE STREET CORP;01/12/2019;Executive;Bill Freda;Member;;Independent Director;Yes;Bill Freda joined this role in 18 May 2016;29131;Yes;1485771;STT
STATE STREET CORP;01/12/2019;Risk;Bill Freda;Member;;Independent Director;Yes;Bill Freda joined this role in 20 May 2015;29131;Yes;1485771;STT
STATE STREET CORP;01/12/2019;Audit and Examining;Bill Freda;Chairman / Financial Expert;;Independent Director;Yes;Bill Freda joined this role in 18 May 2016;29131;Yes;1485771;STT
STERICYCLE INC;01/12/2019;Compensation;Mike Zafirovski;Chairman;;Independent Director;Yes;Mike Zafirovski joined this role in 22 May 2019;29200;Yes;32382;SRCL
STERICYCLE INC;01/12/2019;Nominating and Governance;Mike Zafirovski;Member;Chairman (Non-Executive)(1);Independent Director;Yes;Mike Zafirovski joined this role in 25 May 2016;29200;Yes;32382;SRCL
STERICYCLE INC;01/12/2019;Nominating and Governance;Mike Zafirovski;Member;Chairman(4);Independent Director;Yes;Mike Zafirovski joined this role in 25 May 2016;29200;Yes;32382;SRCL
STERICYCLE INC;01/12/2019;Nominating and Governance;Mike Zafirovski;Member;Chairman/President(1);Independent Director;Yes;Mike Zafirovski joined this role in 25 May 2016;29200;Yes;32382;SRCL
STERICYCLE INC;01/12/2019;Nominating and Governance;Mike Zafirovski;Member;President/CEO(3);Independent Director;Yes;Mike Zafirovski joined this role in 25 May 2016;29200;Yes;32382;SRCL
STERICYCLE INC;01/12/2019;Compensation;Tom Brown;Chairman;;Independent Director;Yes;Tom Brown departed in 22 May 2019;29200;Yes;33465;SRCL
STERICYCLE INC;01/12/2019;Nominating and Governance;Tom Brown;Member;;Independent Director;Yes;Tom Brown departed in 22 May 2019;29200;Yes;33465;SRCL
STERICYCLE INC;01/12/2019;Audit;Brian Anderson;Chair/Financial Expert;Executive VP/CFO(1);Independent Director;Yes;Brian Anderson joined this role in 24 May 2017;29200;Yes;39091;SRCL
STERICYCLE INC;01/12/2019;Audit;Ronee Hagen;Member;;Independent Director;Yes;Ronee Hagen joined this role in 13 Sep 2018;29200;Yes;347767;SRCL
STERICYCLE INC;01/12/2019;Operations & Safety;Ronee Hagen;Member;;Independent Director;Yes;Ronee Hagen joined this role in 22 May 2019;29200;Yes;347767;SRCL
